Дата фактической выплаты,Бумага,ISIN,Торговый код,Номер платежа,"Ставка купона, % годовых","Сумма купона, RUB","Погашение номинала, RUB"
0,26219,RU000A0JWM07,SU26219RMFS4,21,7.75,38.64,1000.0
2003-09-17 00:00:00,46011,RU0002867854,SU46011RMFS1,1,0.0,0.0,0.0
2004-09-15 00:00:00,46011,RU0002867854,SU46011RMFS1,2,0.0,0.0,0.0
2005-09-14 00:00:00,46011,RU0002867854,SU46011RMFS1,3,0.0,0.0,0.0
2006-09-13 00:00:00,46011,RU0002867854,SU46011RMFS1,4,0.0,0.0,0.0
2007-12-09 00:00:00,46011,RU0002867854,SU46011RMFS1,5,0.0,0.0,0.0
2008-10-09 00:00:00,46011,RU0002867854,SU46011RMFS1,6,0.0,0.0,0.0
2009-09-09 00:00:00,46011,RU0002867854,SU46011RMFS1,7,0.0,0.0,0.0
2010-08-09 00:00:00,46011,RU0002867854,SU46011RMFS1,8,0.0,0.0,0.0
2011-07-09 00:00:00,46011,RU0002867854,SU46011RMFS1,9,0.0,0.0,0.0
2012-05-09 00:00:00,46011,RU0002867854,SU46011RMFS1,10,0.0,0.0,0.0
2013-04-09 00:00:00,46011,RU0002867854,SU46011RMFS1,11,10.0,99.73,0.0
2014-03-09 00:00:00,46011,RU0002867854,SU46011RMFS1,12,10.0,99.73,0.0
2015-02-09 00:00:00,46011,RU0002867854,SU46011RMFS1,13,10.0,99.73,0.0
2016-08-31 00:00:00,46011,RU0002867854,SU46011RMFS1,14,10.0,99.73,0.0
2017-08-30 00:00:00,46011,RU0002867854,SU46011RMFS1,15,10.0,99.73,0.0
2018-08-29 00:00:00,46011,RU0002867854,SU46011RMFS1,16,10.0,99.73,0.0
2019-08-28 00:00:00,46011,RU0002867854,SU46011RMFS1,17,10.0,99.73,0.0
2020-08-26 00:00:00,46011,RU0002867854,SU46011RMFS1,18,10.0,99.73,100.0
2021-08-25 00:00:00,46011,RU0002867854,SU46011RMFS1,19,10.0,89.75,100.0
2022-08-24 00:00:00,46011,RU0002867854,SU46011RMFS1,20,10.0,79.78,200.0
2023-08-23 00:00:00,46011,RU0002867854,SU46011RMFS1,21,10.0,59.84,100.0
2024-08-21 00:00:00,46011,RU0002867854,SU46011RMFS1,22,10.0,49.86,200.0
2025-08-20 00:00:00,46011,RU0002867854,SU46011RMFS1,23,10.0,29.92,300.0
2003-08-10 00:00:00,46012,RU0002868001,SU46012RMFS9,1,3.08,19.94,0.0
2004-06-10 00:00:00,46012,RU0002868001,SU46012RMFS9,2,1.05,10.42,0.0
2005-05-10 00:00:00,46012,RU0002868001,SU46012RMFS9,3,0.34,3.4,0.0
2006-04-10 00:00:00,46012,RU0002868001,SU46012RMFS9,4,1.21,12.08,0.0
2007-03-10 00:00:00,46012,RU0002868001,SU46012RMFS9,5,0.71,7.03,0.0
2008-01-10 00:00:00,46012,RU0002868001,SU46012RMFS9,6,1.57,15.62,0.0
2009-09-30 00:00:00,46012,RU0002868001,SU46012RMFS9,7,0.89,8.86,0.0
2010-09-29 00:00:00,46012,RU0002868001,SU46012RMFS9,8,1.95,19.43,0.0
2011-09-28 00:00:00,46012,RU0002868001,SU46012RMFS9,9,2.9,28.95,0.0
2012-09-26 00:00:00,46012,RU0002868001,SU46012RMFS9,10,3.74,37.31,0.0
2013-09-25 00:00:00,46012,RU0002868001,SU46012RMFS9,11,1.36,13.55,0.0
2014-09-24 00:00:00,46012,RU0002868001,SU46012RMFS9,12,1.7,16.92,0.0
2015-09-23 00:00:00,46012,RU0002868001,SU46012RMFS9,13,4.67,46.6,0.0
2016-09-21 00:00:00,46012,RU0002868001,SU46012RMFS9,14,3.35,33.42,0.0
2017-09-20 00:00:00,46012,RU0002868001,SU46012RMFS9,15,3.28,32.72,0.0
2018-09-19 00:00:00,46012,RU0002868001,SU46012RMFS9,16,8.39,83.63,25.0
2019-09-18 00:00:00,46012,RU0002868001,SU46012RMFS9,17,8.66,84.16,25.0
2020-09-16 00:00:00,46012,RU0002868001,SU46012RMFS9,18,6.27,59.39,0.0
2021-09-15 00:00:00,46012,RU0002868001,SU46012RMFS9,19,9.72,92.07,0.0
2022-09-14 00:00:00,46012,RU0002868001,SU46012RMFS9,20,6.57,62.27,0.0
2023-09-13 00:00:00,46012,RU0002868001,SU46012RMFS9,21,9.5,89.96,0.0
2024-11-09 00:00:00,46012,RU0002868001,SU46012RMFS9,22,8.8,83.36,0.0
2025-10-09 00:00:00,46012,RU0002868001,SU46012RMFS9,23,6.52,61.74,0.0
2026-09-09 00:00:00,46012,RU0002868001,SU46012RMFS9,24,7.67,72.69,125.0
2027-08-09 00:00:00,46012,RU0002868001,SU46012RMFS9,25,0.14,1.16,125.0
2028-06-09 00:00:00,46012,RU0002868001,SU46012RMFS9,26,8.9,62.1,125.0
2029-05-09 00:00:00,46012,RU0002868001,SU46012RMFS9,27,2.27,13.02,575.0
2005-06-15 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,1,9.5,23.68,0.0
2005-09-14 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,2,9.5,23.68,0.0
2005-12-14 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,3,9.5,23.68,0.0
2006-03-15 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,4,9.5,23.68,0.0
2006-06-14 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,5,9.5,23.68,0.0
2006-09-13 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,6,9.5,23.68,0.0
2006-12-13 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,7,9.5,23.68,0.0
2007-03-14 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,8,9.0,22.44,0.0
2007-06-13 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,9,9.0,22.44,0.0
2007-12-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,10,9.0,22.44,0.0
2007-12-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,11,9.0,22.44,0.0
2008-12-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,12,9.0,22.44,0.0
2008-11-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,13,9.0,22.44,0.0
2008-10-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,14,9.0,22.44,0.0
2008-10-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,15,9.0,22.44,0.0
2009-11-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,16,8.5,21.19,0.0
2009-10-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,17,8.5,21.19,0.0
2009-09-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,18,8.5,21.19,0.0
2009-09-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,19,8.5,21.19,0.0
2010-10-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,20,8.5,21.19,0.0
2010-09-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,21,8.5,21.19,0.0
2010-08-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,22,8.5,21.19,0.0
2010-08-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,23,8.5,21.19,0.0
2011-09-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,24,8.0,19.95,0.0
2011-08-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,25,8.0,19.95,0.0
2011-07-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,26,8.0,19.95,0.0
2011-07-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,27,8.0,19.95,0.0
2012-07-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,28,8.0,19.95,0.0
2012-06-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,29,8.0,19.95,0.0
2012-05-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,30,8.0,19.95,0.0
2012-05-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,31,8.0,19.95,0.0
2013-06-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,32,7.0,17.45,0.0
2013-05-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,33,7.0,17.45,0.0
2013-04-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,34,7.0,17.45,0.0
2013-04-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,35,7.0,17.45,0.0
2014-05-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,36,7.0,17.45,0.0
2014-04-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,37,7.0,17.45,0.0
2014-03-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,38,7.0,17.45,0.0
2014-03-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,39,7.0,17.45,0.0
2015-04-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,40,6.5,16.21,0.0
2015-03-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,41,6.5,16.21,0.0
2015-02-09 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,42,6.5,16.21,0.0
2015-02-12 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,43,6.5,16.21,0.0
2016-02-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,44,6.5,16.21,0.0
2016-01-06 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,45,6.5,16.21,0.0
2016-08-31 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,46,6.5,16.21,0.0
2016-11-30 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,47,6.5,16.21,0.0
2017-01-03 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,48,6.5,16.21,0.0
2017-05-31 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,49,6.5,16.21,0.0
2017-08-30 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,50,6.5,16.21,0.0
2017-11-29 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,51,6.5,16.21,0.0
2018-02-28 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,52,6.5,16.21,0.0
2018-05-30 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,53,6.5,16.21,0.0
2018-08-29 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,54,6.5,16.21,0.0
2018-11-28 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,55,6.5,16.21,0.0
2019-02-27 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,56,6.5,16.21,0.0
2019-05-29 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,57,6.5,16.21,0.0
2019-08-28 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,58,6.5,16.21,0.0
2019-11-27 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,59,6.5,16.21,300.0
2020-02-26 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,60,6.5,11.34,0.0
2020-05-27 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,61,6.5,11.34,0.0
2020-08-26 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,62,6.5,11.34,0.0
2020-11-25 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,63,6.5,11.34,300.0
2021-02-24 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,64,6.5,6.48,0.0
2021-05-26 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,65,6.5,6.48,0.0
2021-08-25 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,66,6.5,6.48,0.0
2021-11-24 00:00:00,46018,RU000A0D0G29,SU46018RMFS6,67,6.5,6.48,400.0
2006-05-04 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,1,0.0,0.0,0.0
2007-04-04 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,2,0.0,0.0,0.0
2008-02-04 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,3,0.0,0.0,0.0
2009-01-04 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,4,0.0,0.0,0.0
2010-03-31 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,5,0.0,0.0,0.0
2011-03-30 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,6,0.0,0.0,0.0
2012-03-28 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,7,0.0,0.0,0.0
2013-03-27 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,8,3.01,30.0,100.0
2014-03-26 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,9,2.01,18.0,100.0
2015-03-25 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,10,2.01,16.0,100.0
2016-03-23 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,11,2.01,14.0,100.0
2017-03-22 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,12,2.01,12.0,200.0
2018-03-21 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,13,2.01,8.0,200.0
2019-03-20 00:00:00,46019,RU000A0JNHJ4,SU46019RMFS4,14,2.01,4.0,200.0
2006-08-16 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,1,6.95,34.65,0.0
2007-02-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,2,6.9,34.41,0.0
2007-08-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,3,6.9,34.41,0.0
2008-02-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,4,6.9,34.41,0.0
2008-08-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,5,6.9,34.41,0.0
2009-11-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,6,6.9,34.41,0.0
2009-12-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,7,6.9,34.41,0.0
2010-10-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,8,6.9,34.41,0.0
2010-11-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,9,6.9,34.41,0.0
2011-09-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,10,6.9,34.41,0.0
2011-10-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,11,6.9,34.41,0.0
2012-02-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,12,6.9,35.73,0.0
2012-08-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,13,6.9,34.41,0.0
2013-02-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,14,6.9,34.41,0.0
2013-08-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,15,6.9,34.41,0.0
2014-12-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,16,6.9,34.41,0.0
2014-08-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,17,6.9,34.41,0.0
2015-11-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,18,6.9,34.41,0.0
2015-12-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,19,6.9,34.41,0.0
2016-10-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,20,6.9,34.41,0.0
2016-10-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,21,6.9,34.41,0.0
2017-02-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,22,6.9,35.73,0.0
2017-08-16 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,23,6.9,34.41,0.0
2018-02-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,24,6.9,34.41,0.0
2018-08-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,25,6.9,34.41,0.0
2019-02-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,26,6.9,34.41,0.0
2019-08-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,27,6.9,34.41,0.0
2020-12-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,28,6.9,34.41,0.0
2020-12-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,29,6.9,34.41,0.0
2021-10-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,30,6.9,34.41,0.0
2021-11-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,31,6.9,34.41,0.0
2022-09-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,32,6.9,34.41,0.0
2022-10-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,33,6.9,34.41,0.0
2023-02-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,34,6.9,35.73,0.0
2023-08-16 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,35,6.9,34.41,0.0
2024-02-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,36,6.9,34.41,0.0
2024-08-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,37,6.9,34.41,0.0
2025-12-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,38,6.9,34.41,0.0
2025-08-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,39,6.9,34.41,0.0
2026-11-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,40,6.9,34.41,0.0
2026-12-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,41,6.9,34.41,0.0
2027-10-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,42,6.9,34.41,0.0
2027-11-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,43,6.9,34.41,0.0
2028-09-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,44,6.9,34.41,0.0
2028-09-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,45,6.9,34.41,0.0
2029-02-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,46,6.9,35.73,0.0
2029-08-15 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,47,6.9,34.41,0.0
2030-02-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,48,6.9,34.41,0.0
2030-08-14 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,49,6.9,34.41,0.0
2031-12-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,50,6.9,34.41,0.0
2031-08-13 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,51,6.9,34.41,0.0
2032-11-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,52,6.9,34.41,0.0
2032-11-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,53,6.9,34.41,0.0
2033-09-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,54,6.9,34.41,0.0
2033-10-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,55,6.9,34.41,0.0
2034-08-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,56,6.9,34.41,0.0
2034-09-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,57,6.9,34.41,250.0
2035-07-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,58,6.9,25.8,250.0
2035-08-08 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,59,6.9,17.2,250.0
2036-06-02 00:00:00,46020,RU000A0GN9A7,SU46020RMFS2,60,6.9,8.6,250.0
2008-07-23 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,1,8.0,39.89,0.0
2009-01-21 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,2,7.5,37.4,0.0
2009-07-22 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,3,7.5,37.4,0.0
2010-01-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,4,7.5,37.4,0.0
2010-07-21 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,5,7.5,37.4,0.0
2011-01-19 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,6,7.0,34.9,0.0
2011-07-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,7,7.0,34.9,0.0
2012-01-18 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,8,6.5,32.41,0.0
2012-07-18 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,9,6.5,32.41,0.0
2013-01-23 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,10,6.5,33.66,0.0
2013-07-24 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,11,6.5,32.41,0.0
2014-01-22 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,12,6.0,29.92,0.0
2014-07-23 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,13,6.0,29.92,0.0
2015-01-21 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,14,6.0,29.92,0.0
2015-07-22 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,15,6.0,29.92,0.0
2016-01-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,16,6.0,29.92,0.0
2016-07-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,17,6.0,29.92,0.0
2017-01-18 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,18,6.0,29.92,0.0
2017-07-19 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,19,6.0,29.92,0.0
2018-01-24 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,20,6.0,31.07,0.0
2018-07-25 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,21,6.0,29.92,0.0
2019-01-23 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,22,5.5,27.42,0.0
2019-07-24 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,23,5.5,27.42,0.0
2020-01-22 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,24,5.5,27.42,0.0
2020-07-22 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,25,5.5,27.42,0.0
2021-01-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,26,5.5,27.42,0.0
2021-07-21 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,27,5.5,27.42,0.0
2022-01-19 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,28,5.5,27.42,0.0
2022-07-20 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,29,5.5,27.42,500.0
2023-01-18 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,30,5.5,13.71,0.0
2023-07-19 00:00:00,46022,RU000A0JPLH5,SU46022RMFS8,31,5.5,13.71,500.0
2012-09-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,1,8.16,29.51,0.0
2012-09-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,2,8.16,40.69,0.0
2013-07-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,3,8.16,40.69,0.0
2013-08-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,4,8.16,40.69,0.0
2014-06-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,5,8.16,40.69,0.0
2014-07-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,6,8.16,40.69,0.0
2015-05-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,7,8.16,40.69,0.0
2015-06-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,8,8.16,40.69,0.0
2016-04-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,9,8.16,40.69,0.0
2016-04-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,10,8.16,40.69,0.0
2017-02-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,11,8.16,40.69,100.0
2017-03-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,12,8.16,36.62,0.0
2018-01-02 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,13,8.16,36.62,100.0
2018-02-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,14,8.16,32.55,0.0
2019-01-31 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,15,8.16,32.55,100.0
2019-01-08 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,16,8.16,28.48,0.0
2020-01-30 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,17,8.16,28.48,100.0
2020-07-30 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,18,8.16,24.41,0.0
2021-01-28 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,19,8.16,24.41,100.0
2021-07-29 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,20,8.16,20.34,0.0
2022-01-27 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,21,8.16,20.34,100.0
2022-07-28 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,22,8.16,16.28,0.0
2023-01-26 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,23,8.16,16.28,100.0
2023-07-27 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,24,8.16,12.21,0.0
2024-01-25 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,25,8.16,12.21,100.0
2024-07-25 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,26,8.16,8.14,0.0
2025-01-23 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,27,8.16,8.14,100.0
2025-07-24 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,28,8.16,4.07,0.0
2026-01-22 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,29,8.16,4.07,0.0
2026-07-23 00:00:00,46023,RU000A0JRTL6,SU46023RMFS6,30,8.16,4.07,100.0
