Бумага;ISIN;Торговый код;Номер платежа;Дата фактической выплаты;Ставка купона, % годовых;Сумма купона, RUB;Погашение номинала, RUB
Россия, 26219;RU000A0JWM07;SU26219RMFS4;18;19.03.2025;7.75;38.64;
Россия, 26219;RU000A0JWM07;SU26219RMFS4;19;17.09.2025;7.75;38.64;
Россия, 26219;RU000A0JWM07;SU26219RMFS4;20;18.03.2026;7.75;38.64;
Россия, 26219;RU000A0JWM07;SU26219RMFS4;21;16.09.2026;7.75;38.64;1 000
Россия, 46011;RU0002867854;SU46011RMFS1;1;17.09.2003;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;2;15.09.2004;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;3;14.09.2005;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;4;13.09.2006;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;5;12.09.2007;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;6;10.09.2008;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;7;09.09.2009;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;8;08.09.2010;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;9;07.09.2011;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;10;05.09.2012;0;0;
Россия, 46011;RU0002867854;SU46011RMFS1;11;04.09.2013;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;12;03.09.2014;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;13;02.09.2015;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;14;31.08.2016;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;15;30.08.2017;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;16;29.08.2018;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;17;28.08.2019;10;99.73;
Россия, 46011;RU0002867854;SU46011RMFS1;18;26.08.2020;10;99.73;100
Россия, 46011;RU0002867854;SU46011RMFS1;19;25.08.2021;10;89.75;100
Россия, 46011;RU0002867854;SU46011RMFS1;20;24.08.2022;10;79.78;200
Россия, 46011;RU0002867854;SU46011RMFS1;21;23.08.2023;10;59.84;100
Россия, 46011;RU0002867854;SU46011RMFS1;22;21.08.2024;10;49.86;200
Россия, 46011;RU0002867854;SU46011RMFS1;23;20.08.2025;10;29.92;300
Россия, 46012;RU0002868001;SU46012RMFS9;1;08.10.2003;3.084;19.94;
Россия, 46012;RU0002868001;SU46012RMFS9;2;06.10.2004;1.045;10.42;
Россия, 46012;RU0002868001;SU46012RMFS9;3;05.10.2005;0.341;3.4;
Россия, 46012;RU0002868001;SU46012RMFS9;4;04.10.2006;1.211;12.08;
Россия, 46012;RU0002868001;SU46012RMFS9;5;03.10.2007;0.705;7.03;
Россия, 46012;RU0002868001;SU46012RMFS9;6;01.10.2008;1.566;15.62;
Россия, 46012;RU0002868001;SU46012RMFS9;7;30.09.2009;0.888;8.86;
Россия, 46012;RU0002868001;SU46012RMFS9;8;29.09.2010;1.948;19.43;
Россия, 46012;RU0002868001;SU46012RMFS9;9;28.09.2011;2.903;28.95;
Россия, 46012;RU0002868001;SU46012RMFS9;10;26.09.2012;3.741;37.31;
Россия, 46012;RU0002868001;SU46012RMFS9;11;25.09.2013;1.359;13.55;
Россия, 46012;RU0002868001;SU46012RMFS9;12;24.09.2014;1.697;16.92;
Россия, 46012;RU0002868001;SU46012RMFS9;13;23.09.2015;4.673;46.6;
Россия, 46012;RU0002868001;SU46012RMFS9;14;21.09.2016;3.351;33.42;
Россия, 46012;RU0002868001;SU46012RMFS9;15;20.09.2017;3.281;32.72;
Россия, 46012;RU0002868001;SU46012RMFS9;16;19.09.2018;8.386;83.63;25
Россия, 46012;RU0002868001;SU46012RMFS9;17;18.09.2019;8.656;84.16;25
Россия, 46012;RU0002868001;SU46012RMFS9;18;16.09.2020;6.269;59.39;
Россия, 46012;RU0002868001;SU46012RMFS9;19;15.09.2021;9.718;92.07;
Россия, 46012;RU0002868001;SU46012RMFS9;20;14.09.2022;6.573;62.27;
Россия, 46012;RU0002868001;SU46012RMFS9;21;13.09.2023;9.496;89.96;
Россия, 46012;RU0002868001;SU46012RMFS9;22;11.09.2024;8.799;83.36;
Россия, 46012;RU0002868001;SU46012RMFS9;23;10.09.2025;6.517;61.74;
Россия, 46012;RU0002868001;SU46012RMFS9;24;09.09.2026;7.673;72.69;125
Россия, 46012;RU0002868001;SU46012RMFS9;25;08.09.2027;0.141;1.16;125
Россия, 46012;RU0002868001;SU46012RMFS9;26;06.09.2028;8.896;62.1;125
Россия, 46012;RU0002868001;SU46012RMFS9;27;05.09.2029;2.271;13.02;575
Россия, 46018;RU000A0D0G29;SU46018RMFS6;1;15.06.2005;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;2;14.09.2005;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;3;14.12.2005;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;4;15.03.2006;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;5;14.06.2006;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;6;13.09.2006;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;7;13.12.2006;9.5;23.68;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;8;14.03.2007;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;9;13.06.2007;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;10;12.09.2007;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;11;12.12.2007;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;12;12.03.2008;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;13;11.06.2008;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;14;10.09.2008;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;15;10.12.2008;9;22.44;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;16;11.03.2009;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;17;10.06.2009;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;18;09.09.2009;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;19;09.12.2009;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;20;10.03.2010;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;21;09.06.2010;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;22;08.09.2010;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;23;08.12.2010;8.5;21.19;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;24;09.03.2011;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;25;08.06.2011;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;26;07.09.2011;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;27;07.12.2011;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;28;07.03.2012;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;29;06.06.2012;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;30;05.09.2012;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;31;05.12.2012;8;19.95;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;32;06.03.2013;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;33;05.06.2013;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;34;04.09.2013;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;35;04.12.2013;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;36;05.03.2014;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;37;04.06.2014;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;38;03.09.2014;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;39;03.12.2014;7;17.45;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;40;04.03.2015;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;41;03.06.2015;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;42;02.09.2015;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;43;02.12.2015;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;44;02.03.2016;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;45;01.06.2016;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;46;31.08.2016;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;47;30.11.2016;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;48;01.03.2017;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;49;31.05.2017;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;50;30.08.2017;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;51;29.11.2017;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;52;28.02.2018;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;53;30.05.2018;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;54;29.08.2018;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;55;28.11.2018;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;56;27.02.2019;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;57;29.05.2019;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;58;28.08.2019;6.5;16.21;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;59;27.11.2019;6.5;16.21;300
Россия, 46018;RU000A0D0G29;SU46018RMFS6;60;26.02.2020;6.5;11.34;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;61;27.05.2020;6.5;11.34;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;62;26.08.2020;6.5;11.34;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;63;25.11.2020;6.5;11.34;300
Россия, 46018;RU000A0D0G29;SU46018RMFS6;64;24.02.2021;6.5;6.48;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;65;26.05.2021;6.5;6.48;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;66;25.08.2021;6.5;6.48;
Россия, 46018;RU000A0D0G29;SU46018RMFS6;67;24.11.2021;6.5;6.48;400
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;1;05.04.2006;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;2;04.04.2007;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;3;02.04.2008;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;4;01.04.2009;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;5;31.03.2010;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;6;30.03.2011;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;7;28.03.2012;0;0;
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;8;27.03.2013;3.008;30;100
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;9;26.03.2014;2.005;18;100
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;10;25.03.2015;2.005;16;100
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;11;23.03.2016;2.005;14;100
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;12;22.03.2017;2.005;12;200
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;13;21.03.2018;2.005;8;200
Россия, 46019;RU000A0JNHJ4;SU46019RMFS4;14;20.03.2019;2.005;4;200
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;1;16.08.2006;6.95;34.65;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;2;14.02.2007;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;3;15.08.2007;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;4;13.02.2008;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;5;13.08.2008;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;6;11.02.2009;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;7;12.08.2009;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;8;10.02.2010;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;9;11.08.2010;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;10;09.02.2011;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;11;10.08.2011;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;12;15.02.2012;6.9;35.73;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;13;15.08.2012;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;14;13.02.2013;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;15;14.08.2013;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;16;12.02.2014;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;17;13.08.2014;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;18;11.02.2015;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;19;12.08.2015;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;20;10.02.2016;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;21;10.08.2016;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;22;15.02.2017;6.9;35.73;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;23;16.08.2017;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;24;14.02.2018;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;25;15.08.2018;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;26;13.02.2019;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;27;14.08.2019;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;28;12.02.2020;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;29;12.08.2020;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;30;10.02.2021;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;31;11.08.2021;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;32;09.02.2022;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;33;10.08.2022;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;34;15.02.2023;6.9;35.73;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;35;16.08.2023;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;36;14.02.2024;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;37;14.08.2024;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;38;12.02.2025;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;39;13.08.2025;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;40;11.02.2026;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;41;12.08.2026;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;42;10.02.2027;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;43;11.08.2027;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;44;09.02.2028;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;45;09.08.2028;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;46;14.02.2029;6.9;35.73;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;47;15.08.2029;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;48;13.02.2030;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;49;14.08.2030;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;50;12.02.2031;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;51;13.08.2031;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;52;11.02.2032;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;53;11.08.2032;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;54;09.02.2033;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;55;10.08.2033;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;56;08.02.2034;6.9;34.41;
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;57;09.08.2034;6.9;34.41;250
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;58;07.02.2035;6.9;25.8;250
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;59;08.08.2035;6.9;17.2;250
Россия, 46020;RU000A0GN9A7;SU46020RMFS2;60;06.02.2036;6.9;8.6;250
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;1;23.07.2008;8;39.89;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;2;21.01.2009;7.5;37.4;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;3;22.07.2009;7.5;37.4;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;4;20.01.2010;7.5;37.4;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;5;21.07.2010;7.5;37.4;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;6;19.01.2011;7;34.9;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;7;20.07.2011;7;34.9;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;8;18.01.2012;6.5;32.41;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;9;18.07.2012;6.5;32.41;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;10;23.01.2013;6.5;33.66;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;11;24.07.2013;6.5;32.41;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;12;22.01.2014;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;13;23.07.2014;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;14;21.01.2015;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;15;22.07.2015;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;16;20.01.2016;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;17;20.07.2016;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;18;18.01.2017;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;19;19.07.2017;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;20;24.01.2018;6;31.07;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;21;25.07.2018;6;29.92;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;22;23.01.2019;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;23;24.07.2019;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;24;22.01.2020;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;25;22.07.2020;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;26;20.01.2021;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;27;21.07.2021;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;28;19.01.2022;5.5;27.42;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;29;20.07.2022;5.5;27.42;500
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;30;18.01.2023;5.5;13.71;
Россия, 46022;RU000A0JPLH5;SU46022RMFS8;31;19.07.2023;5.5;13.71;500
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;1;09.02.2012;8.16;29.51;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;2;09.08.2012;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;3;07.02.2013;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;4;08.08.2013;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;5;06.02.2014;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;6;07.08.2014;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;7;05.02.2015;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;8;06.08.2015;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;9;04.02.2016;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;10;04.08.2016;8.16;40.69;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;11;02.02.2017;8.16;40.69;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;12;03.08.2017;8.16;36.62;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;13;01.02.2018;8.16;36.62;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;14;02.08.2018;8.16;32.55;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;15;31.01.2019;8.16;32.55;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;16;01.08.2019;8.16;28.48;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;17;30.01.2020;8.16;28.48;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;18;30.07.2020;8.16;24.41;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;19;28.01.2021;8.16;24.41;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;20;29.07.2021;8.16;20.34;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;21;27.01.2022;8.16;20.34;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;22;28.07.2022;8.16;16.28;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;23;26.01.2023;8.16;16.28;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;24;27.07.2023;8.16;12.21;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;25;25.01.2024;8.16;12.21;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;26;25.07.2024;8.16;8.14;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;27;23.01.2025;8.16;8.14;100
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;28;24.07.2025;8.16;4.07;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;29;22.01.2026;8.16;4.07;
Россия, 46023;RU000A0JRTL6;SU46023RMFS6;30;23.07.2026;8.16;4.07;100