,Номер бумаги,ISIN,Номер платежа,Дата фактической выплаты,"Ставка купона, % годовых","Сумма купона, RUB","Погашение номинала, RUB"
348,25,RU000A0D0G29,9,2007-06-13,9.0,2.244,0.0
349,25,RU000A0D0G29,10,2007-09-12,9.0,2.244,0.0
350,25,RU000A0D0G29,11,2007-12-12,9.0,2.244,0.0
351,25,RU000A0D0G29,12,2008-03-12,9.0,2.244,0.0
352,25,RU000A0D0G29,13,2008-06-11,9.0,2.244,0.0
353,25,RU000A0D0G29,14,2008-09-10,9.0,2.244,0.0
354,25,RU000A0D0G29,15,2008-12-10,9.0,2.244,0.0
355,25,RU000A0D0G29,16,2009-03-11,8.5,2.119,0.0
356,25,RU000A0D0G29,17,2009-06-10,8.5,2.119,0.0
357,25,RU000A0D0G29,18,2009-09-09,8.5,2.119,0.0
358,25,RU000A0D0G29,19,2009-12-09,8.5,2.119,0.0
359,25,RU000A0D0G29,20,2010-03-10,8.5,2.119,0.0
360,25,RU000A0D0G29,21,2010-06-09,8.5,2.119,0.0
361,25,RU000A0D0G29,22,2010-09-08,8.5,2.119,0.0
362,25,RU000A0D0G29,23,2010-12-08,8.5,2.119,0.0
363,25,RU000A0D0G29,24,2011-03-09,8.0,1.9949999999999999,0.0
364,25,RU000A0D0G29,25,2011-06-08,8.0,1.9949999999999999,0.0
365,25,RU000A0D0G29,26,2011-09-07,8.0,1.9949999999999999,0.0
366,25,RU000A0D0G29,27,2011-12-07,8.0,1.9949999999999999,0.0
367,25,RU000A0D0G29,28,2012-03-07,8.0,1.9949999999999999,0.0
368,25,RU000A0D0G29,29,2012-06-06,8.0,1.9949999999999999,0.0
369,25,RU000A0D0G29,30,2012-09-05,8.0,1.9949999999999999,0.0
370,25,RU000A0D0G29,31,2012-12-05,8.0,1.9949999999999999,0.0
371,25,RU000A0D0G29,32,2013-03-06,7.0,1.7449999999999999,0.0
372,25,RU000A0D0G29,33,2013-06-05,7.0,1.7449999999999999,0.0
373,25,RU000A0D0G29,34,2013-09-04,7.0,1.7449999999999999,0.0
374,25,RU000A0D0G29,35,2013-12-04,7.0,1.7449999999999999,0.0
375,25,RU000A0D0G29,36,2014-03-05,7.0,1.7449999999999999,0.0
376,25,RU000A0D0G29,37,2014-06-04,7.0,1.7449999999999999,0.0
377,25,RU000A0D0G29,38,2014-09-03,7.0,1.7449999999999999,0.0
378,25,RU000A0D0G29,39,2014-12-03,7.0,1.7449999999999999,0.0
379,25,RU000A0D0G29,40,2015-03-04,6.5,1.621,0.0
380,25,RU000A0D0G29,41,2015-06-03,6.5,1.621,0.0
381,25,RU000A0D0G29,42,2015-09-02,6.5,1.621,0.0
382,25,RU000A0D0G29,43,2015-12-02,6.5,1.621,0.0
383,25,RU000A0D0G29,44,2016-03-02,6.5,1.621,0.0
384,25,RU000A0D0G29,45,2016-06-01,6.5,1.621,0.0
385,25,RU000A0D0G29,46,2016-08-31,6.5,1.621,0.0
386,25,RU000A0D0G29,47,2016-11-30,6.5,1.621,0.0
387,25,RU000A0D0G29,48,2017-03-01,6.5,1.621,0.0
388,25,RU000A0D0G29,49,2017-05-31,6.5,1.621,0.0
389,25,RU000A0D0G29,50,2017-08-30,6.5,1.621,0.0
390,25,RU000A0D0G29,51,2017-11-29,6.5,1.621,0.0
391,25,RU000A0D0G29,52,2018-02-28,6.5,1.621,0.0
392,25,RU000A0D0G29,53,2018-05-30,6.5,1.621,0.0
393,25,RU000A0D0G29,54,2018-08-29,6.5,1.621,0.0
394,25,RU000A0D0G29,55,2018-11-28,6.5,1.621,0.0
395,25,RU000A0D0G29,56,2019-02-27,6.5,1.621,0.0
396,25,RU000A0D0G29,57,2019-05-29,6.5,1.621,0.0
397,25,RU000A0D0G29,58,2019-08-28,6.5,1.621,0.0
398,25,RU000A0D0G29,59,2019-11-27,6.5,1.621,0.0
399,25,RU000A0D0G29,60,2020-02-26,6.5,1.134,30.0
400,25,RU000A0D0G29,61,2020-05-27,6.5,1.134,0.0
401,25,RU000A0D0G29,62,2020-08-26,6.5,1.134,0.0
402,25,RU000A0D0G29,63,2020-11-25,6.5,1.134,0.0
403,25,RU000A0D0G29,64,2021-02-24,6.5,0.648,30.0
404,25,RU000A0D0G29,65,2021-05-26,6.5,0.648,0.0
405,25,RU000A0D0G29,66,2021-08-25,6.5,0.648,0.0
406,25,RU000A0D0G29,67,2021-11-24,6.5,0.648,40.0
407,26,RU000A0ZYCK6,1,2018-06-20,7.0,4.833,0.0
408,26,RU000A0ZYCK6,2,2018-12-19,7.0,3.4899999999999998,0.0
409,26,RU000A0ZYCK6,3,2019-06-19,7.0,3.4899999999999998,0.0
410,26,RU000A0ZYCK6,4,2019-12-18,7.0,3.4899999999999998,0.0
411,26,RU000A0ZYCK6,5,2020-06-17,7.0,3.4899999999999998,0.0
412,26,RU000A0ZYCK6,6,2020-12-16,7.0,3.4899999999999998,0.0
413,26,RU000A0ZYCK6,7,2021-06-16,7.0,3.4899999999999998,0.0
414,26,RU000A0ZYCK6,8,2021-12-15,7.0,3.4899999999999998,100.0
415,27,RU000A0JSMA2,1,2013-01-30,7.6,3.79,0.0
416,27,RU000A0JSMA2,2,2013-07-31,7.6,3.79,0.0
417,27,RU000A0JSMA2,3,2014-01-29,7.6,3.79,0.0
418,27,RU000A0JSMA2,4,2014-07-30,7.6,3.79,0.0
419,27,RU000A0JSMA2,5,2015-01-28,7.6,3.79,0.0
420,27,RU000A0JSMA2,6,2015-07-29,7.6,3.79,0.0
421,27,RU000A0JSMA2,7,2016-01-27,7.6,3.79,0.0
422,27,RU000A0JSMA2,8,2016-07-27,7.6,3.79,0.0
423,27,RU000A0JSMA2,9,2017-01-25,7.6,3.79,0.0
424,27,RU000A0JSMA2,10,2017-07-26,7.6,3.79,0.0
425,27,RU000A0JSMA2,11,2018-01-24,7.6,3.79,0.0
426,27,RU000A0JSMA2,12,2018-07-25,7.6,3.79,0.0
427,27,RU000A0JSMA2,13,2019-01-23,7.6,3.79,0.0
428,27,RU000A0JSMA2,14,2019-07-24,7.6,3.79,0.0
429,27,RU000A0JSMA2,15,2020-01-22,7.6,3.79,0.0
430,27,RU000A0JSMA2,16,2020-07-22,7.6,3.79,0.0
431,27,RU000A0JSMA2,17,2021-01-20,7.6,3.79,0.0
432,27,RU000A0JSMA2,18,2021-07-21,7.6,3.79,0.0
433,27,RU000A0JSMA2,19,2022-01-19,7.6,3.79,0.0
434,27,RU000A0JSMA2,20,2022-07-20,7.6,3.79,100.0
435,28,RU000A0JXB41,1,2017-06-14,7.4,2.696,0.0
436,28,RU000A0JXB41,2,2017-12-13,7.4,3.69,0.0
437,28,RU000A0JXB41,3,2018-06-13,7.4,3.69,0.0
438,28,RU000A0JXB41,4,2018-12-12,7.4,3.69,0.0
439,28,RU000A0JXB41,5,2019-06-12,7.4,3.69,0.0
440,28,RU000A0JXB41,6,2019-12-11,7.4,3.69,0.0
441,28,RU000A0JXB41,7,2020-06-10,7.4,3.69,0.0
442,28,RU000A0JXB41,8,2020-12-09,7.4,3.69,0.0
443,28,RU000A0JXB41,9,2021-06-09,7.4,3.69,0.0
444,28,RU000A0JXB41,10,2021-12-08,7.4,3.69,0.0
445,28,RU000A0JXB41,11,2022-06-08,7.4,3.69,0.0
446,28,RU000A0JXB41,12,2022-12-07,7.4,3.69,100.0
447,29,RU000A0JTJL3,1,2013-08-07,7.0,3.893,0.0
448,29,RU000A0JTJL3,2,2014-02-05,7.0,3.4899999999999998,0.0
449,29,RU000A0JTJL3,3,2014-08-06,7.0,3.4899999999999998,0.0
450,29,RU000A0JTJL3,4,2015-02-04,7.0,3.4899999999999998,0.0
451,29,RU000A0JTJL3,5,2015-08-05,7.0,3.4899999999999998,0.0
452,29,RU000A0JTJL3,6,2016-02-03,7.0,3.4899999999999998,0.0
453,29,RU000A0JTJL3,7,2016-08-03,7.0,3.4899999999999998,0.0
454,29,RU000A0JTJL3,8,2017-02-01,7.0,3.4899999999999998,0.0
455,29,RU000A0JTJL3,9,2017-08-02,7.0,3.4899999999999998,0.0
456,29,RU000A0JTJL3,10,2018-01-31,7.0,3.4899999999999998,0.0
457,29,RU000A0JTJL3,11,2018-08-01,7.0,3.4899999999999998,0.0
458,29,RU000A0JTJL3,12,2019-01-30,7.0,3.4899999999999998,0.0
459,29,RU000A0JTJL3,13,2019-07-31,7.0,3.4899999999999998,0.0
460,29,RU000A0JTJL3,14,2020-01-29,7.0,3.4899999999999998,0.0
461,29,RU000A0JTJL3,15,2020-07-29,7.0,3.4899999999999998,0.0
462,29,RU000A0JTJL3,16,2021-01-27,7.0,3.4899999999999998,0.0
463,29,RU000A0JTJL3,17,2021-07-28,7.0,3.4899999999999998,0.0
464,29,RU000A0JTJL3,18,2022-01-26,7.0,3.4899999999999998,0.0
465,29,RU000A0JTJL3,19,2022-07-27,7.0,3.4899999999999998,0.0
466,29,RU000A0JTJL3,20,2023-01-25,7.0,3.4899999999999998,100.0
467,30,RU000A0JPLH5,1,2008-07-23,8.0,3.989,0.0
468,30,RU000A0JPLH5,2,2009-01-21,7.5,3.7399999999999998,0.0
469,30,RU000A0JPLH5,3,2009-07-22,7.5,3.7399999999999998,0.0
470,30,RU000A0JPLH5,4,2010-01-20,7.5,3.7399999999999998,0.0
471,30,RU000A0JPLH5,5,2010-07-21,7.5,3.7399999999999998,0.0
472,30,RU000A0JPLH5,6,2011-01-19,7.0,3.4899999999999998,0.0
473,30,RU000A0JPLH5,7,2011-07-20,7.0,3.4899999999999998,0.0
474,30,RU000A0JPLH5,8,2012-01-18,6.5,3.2409999999999997,0.0
475,30,RU000A0JPLH5,9,2012-07-18,6.5,3.2409999999999997,0.0
476,30,RU000A0JPLH5,10,2013-01-23,6.5,3.3659999999999997,0.0
477,30,RU000A0JPLH5,11,2013-07-24,6.5,3.2409999999999997,0.0
478,30,RU000A0JPLH5,12,2014-01-22,6.0,2.992,0.0
479,30,RU000A0JPLH5,13,2014-07-23,6.0,2.992,0.0
480,30,RU000A0JPLH5,14,2015-01-21,6.0,2.992,0.0
481,30,RU000A0JPLH5,15,2015-07-22,6.0,2.992,0.0
482,30,RU000A0JPLH5,16,2016-01-20,6.0,2.992,0.0
483,30,RU000A0JPLH5,17,2016-07-20,6.0,2.992,0.0
484,30,RU000A0JPLH5,18,2017-01-18,6.0,2.992,0.0
485,30,RU000A0JPLH5,19,2017-07-19,6.0,2.992,0.0
486,30,RU000A0JPLH5,20,2018-01-24,6.0,3.107,0.0
487,30,RU000A0JPLH5,21,2018-07-25,6.0,2.992,0.0
488,30,RU000A0JPLH5,22,2019-01-23,5.5,2.742,0.0
489,30,RU000A0JPLH5,23,2019-07-24,5.5,2.742,0.0
490,30,RU000A0JPLH5,24,2020-01-22,5.5,2.742,0.0
491,30,RU000A0JPLH5,25,2020-07-22,5.5,2.742,0.0
492,30,RU000A0JPLH5,26,2021-01-20,5.5,2.742,0.0
493,30,RU000A0JPLH5,27,2021-07-21,5.5,2.742,0.0
494,30,RU000A0JPLH5,28,2022-01-19,5.5,2.742,0.0
495,30,RU000A0JPLH5,29,2022-07-20,5.5,2.742,50.0
496,30,RU000A0JPLH5,30,2023-01-18,5.5,1.371,0.0
497,30,RU000A0JPLH5,31,2023-07-19,5.5,1.371,50.0
498,31,RU000A0JU4L3,1,2014-02-26,7.0,3.3560000000000003,0.0
499,31,RU000A0JU4L3,2,2014-08-27,7.0,3.4899999999999998,0.0
500,31,RU000A0JU4L3,3,2015-02-25,7.0,3.4899999999999998,0.0
501,31,RU000A0JU4L3,4,2015-08-26,7.0,3.4899999999999998,0.0
502,31,RU000A0JU4L3,5,2016-02-24,7.0,3.4899999999999998,0.0
503,31,RU000A0JU4L3,6,2016-08-24,7.0,3.4899999999999998,0.0
504,31,RU000A0JU4L3,7,2017-02-22,7.0,3.4899999999999998,0.0
505,31,RU000A0JU4L3,8,2017-08-23,7.0,3.4899999999999998,0.0
506,31,RU000A0JU4L3,9,2018-02-21,7.0,3.4899999999999998,0.0
507,31,RU000A0JU4L3,10,2018-08-22,7.0,3.4899999999999998,0.0
508,31,RU000A0JU4L3,11,2019-02-20,7.0,3.4899999999999998,0.0
509,31,RU000A0JU4L3,12,2019-08-21,7.0,3.4899999999999998,0.0
510,31,RU000A0JU4L3,13,2020-02-19,7.0,3.4899999999999998,0.0
511,31,RU000A0JU4L3,14,2020-08-19,7.0,3.4899999999999998,0.0
512,31,RU000A0JU4L3,15,2021-02-17,7.0,3.4899999999999998,0.0
513,31,RU000A0JU4L3,16,2021-08-18,7.0,3.4899999999999998,0.0
514,31,RU000A0JU4L3,17,2022-02-16,7.0,3.4899999999999998,0.0
515,31,RU000A0JU4L3,18,2022-08-17,7.0,3.4899999999999998,0.0
516,31,RU000A0JU4L3,19,2023-02-15,7.0,3.4899999999999998,0.0
517,31,RU000A0JU4L3,20,2023-08-16,7.0,3.4899999999999998,100.0
518,32,RU000A101FA1,1,2020-10-07,5.3,3.354,0.0
519,32,RU000A101FA1,2,2021-04-07,5.3,2.643,0.0
520,32,RU000A101FA1,3,2021-10-06,5.3,2.643,0.0
521,32,RU000A101FA1,4,2022-04-06,5.3,2.643,0.0
522,32,RU000A101FA1,5,2022-10-05,5.3,2.643,0.0
523,32,RU000A101FA1,6,2023-04-05,5.3,2.643,0.0
524,32,RU000A101FA1,7,2023-10-04,5.3,2.643,100.0
525,33,RU000A0ZYU88,1,2018-09-05,6.5,3.4899999999999998,0.0
526,33,RU000A0ZYU88,2,2019-03-06,6.5,3.2409999999999997,0.0
527,33,RU000A0ZYU88,3,2019-09-04,6.5,3.2409999999999997,0.0
528,33,RU000A0ZYU88,4,2020-03-04,6.5,3.2409999999999997,0.0
529,33,RU000A0ZYU88,5,2020-09-02,6.5,3.2409999999999997,0.0
530,33,RU000A0ZYU88,6,2021-03-03,6.5,3.2409999999999997,0.0
531,33,RU000A0ZYU88,7,2021-09-01,6.5,3.2409999999999997,0.0
532,33,RU000A0ZYU88,8,2022-03-02,6.5,3.2409999999999997,0.0
533,33,RU000A0ZYU88,9,2022-08-31,6.5,3.2409999999999997,0.0
534,33,RU000A0ZYU88,10,2023-03-01,6.5,3.2409999999999997,0.0
535,33,RU000A0ZYU88,11,2023-08-30,6.5,3.2409999999999997,0.0
536,33,RU000A0ZYU88,12,2024-02-28,6.5,3.2409999999999997,100.0
537,34,RU000A1007F4,1,2019-07-24,7.4,2.413,0.0
538,34,RU000A1007F4,2,2020-01-22,7.4,3.69,0.0
539,34,RU000A1007F4,3,2020-07-22,7.4,3.69,0.0
540,34,RU000A1007F4,4,2021-01-20,7.4,3.69,0.0
541,34,RU000A1007F4,5,2021-07-21,7.4,3.69,0.0
542,34,RU000A1007F4,6,2022-01-19,7.4,3.69,0.0
543,34,RU000A1007F4,7,2022-07-20,7.4,3.69,0.0
544,34,RU000A1007F4,8,2023-01-18,7.4,3.69,0.0
545,34,RU000A1007F4,9,2023-07-19,7.4,3.69,0.0
546,34,RU000A1007F4,10,2024-01-17,7.4,3.69,0.0
547,34,RU000A1007F4,11,2024-07-17,7.4,3.69,100.0
548,35,RU000A0JXQF2,1,2017-10-25,7.1,3.404,0.0
549,35,RU000A0JXQF2,2,2018-04-25,7.1,3.54,0.0
550,35,RU000A0JXQF2,3,2018-10-24,7.1,3.54,0.0
551,35,RU000A0JXQF2,4,2019-04-24,7.1,3.54,0.0
552,35,RU000A0JXQF2,5,2019-10-23,7.1,3.54,0.0
553,35,RU000A0JXQF2,6,2020-04-22,7.1,3.54,0.0
554,35,RU000A0JXQF2,7,2020-10-21,7.1,3.54,0.0
555,35,RU000A0JXQF2,8,2021-04-21,7.1,3.54,0.0
556,35,RU000A0JXQF2,9,2021-10-20,7.1,3.54,0.0
557,35,RU000A0JXQF2,10,2022-04-20,7.1,3.54,0.0
558,35,RU000A0JXQF2,11,2022-10-19,7.1,3.54,0.0
559,35,RU000A0JXQF2,12,2023-04-19,7.1,3.54,0.0
560,35,RU000A0JXQF2,13,2023-10-18,7.1,3.54,0.0
561,35,RU000A0JXQF2,14,2024-04-17,7.1,3.54,0.0
562,35,RU000A0JXQF2,15,2024-10-16,7.1,3.54,100.0
563,36,RU000A101QE0,1,2021-01-20,4.5,2.848,0.0
564,36,RU000A101QE0,2,2021-07-21,4.5,2.244,0.0
565,36,RU000A101QE0,3,2022-01-19,4.5,2.244,0.0
566,36,RU000A101QE0,4,2022-07-20,4.5,2.244,0.0
567,36,RU000A101QE0,5,2023-01-18,4.5,2.244,0.0
568,36,RU000A101QE0,6,2023-07-19,4.5,2.244,0.0
569,36,RU000A101QE0,7,2024-01-17,4.5,2.244,0.0
570,36,RU000A101QE0,8,2024-07-17,4.5,2.244,0.0
571,36,RU000A101QE0,9,2025-01-15,4.5,2.244,0.0
572,36,RU000A101QE0,10,2025-07-16,4.5,2.244,100.0
573,37,RU0002867854,1,2003-09-17,0.0,0.0,0.0
574,37,RU0002867854,2,2004-09-15,0.0,0.0,0.0
575,37,RU0002867854,3,2005-09-14,0.0,0.0,0.0
576,37,RU0002867854,4,2006-09-13,0.0,0.0,0.0
577,37,RU0002867854,5,2007-09-12,0.0,0.0,0.0
578,37,RU0002867854,6,2008-09-10,0.0,0.0,0.0
579,37,RU0002867854,7,2009-09-09,0.0,0.0,0.0
580,37,RU0002867854,8,2010-09-08,0.0,0.0,0.0
581,37,RU0002867854,9,2011-09-07,0.0,0.0,0.0
582,37,RU0002867854,10,2012-09-05,0.0,0.0,0.0
583,37,RU0002867854,11,2013-09-04,10.0,9.973,0.0
584,37,RU0002867854,12,2014-09-03,10.0,9.973,0.0
585,37,RU0002867854,13,2015-09-02,10.0,9.973,0.0
586,37,RU0002867854,14,2016-08-31,10.0,9.973,0.0
587,37,RU0002867854,15,2017-08-30,10.0,9.973,0.0
588,37,RU0002867854,16,2018-08-29,10.0,9.973,0.0
589,37,RU0002867854,17,2019-08-28,10.0,9.973,0.0
590,37,RU0002867854,18,2020-08-26,10.0,9.973,10.0
591,37,RU0002867854,19,2021-08-25,10.0,8.975,10.0
592,37,RU0002867854,20,2022-08-24,10.0,7.978,20.0
593,37,RU0002867854,21,2023-08-23,10.0,5.984,10.0
594,37,RU0002867854,22,2024-08-21,10.0,4.986,20.0
595,37,RU0002867854,23,2025-08-20,10.0,2.992,30.0
596,38,RU000A100EG3,1,2019-11-20,7.15,3.2909999999999995,0.0
597,38,RU000A100EG3,2,2020-05-20,7.15,3.565,0.0
598,38,RU000A100EG3,3,2020-11-18,7.15,3.565,0.0
599,38,RU000A100EG3,4,2021-05-19,7.15,3.565,0.0
600,38,RU000A100EG3,5,2021-11-17,7.15,3.565,0.0
601,38,RU000A100EG3,6,2022-05-18,7.15,3.565,0.0
602,38,RU000A100EG3,7,2022-11-16,7.15,3.565,0.0
603,38,RU000A100EG3,8,2023-05-17,7.15,3.565,0.0
604,38,RU000A100EG3,9,2023-11-15,7.15,3.565,0.0
605,38,RU000A100EG3,10,2024-05-15,7.15,3.565,0.0
606,38,RU000A100EG3,11,2024-11-13,7.15,3.565,0.0
607,38,RU000A100EG3,12,2025-05-14,7.15,3.565,0.0
608,38,RU000A100EG3,13,2025-11-12,7.15,3.565,100.0
609,39,RU000A0JRTL6,1,2012-02-09,8.16,2.951,0.0
610,39,RU000A0JRTL6,2,2012-08-09,8.16,4.069,10.0
611,39,RU000A0JRTL6,3,2013-02-07,8.16,4.069,0.0
612,39,RU000A0JRTL6,4,2013-08-08,8.16,4.069,10.0
613,39,RU000A0JRTL6,5,2014-02-06,8.16,4.069,0.0
614,39,RU000A0JRTL6,6,2014-08-07,8.16,4.069,10.0
615,39,RU000A0JRTL6,7,2015-02-05,8.16,4.069,0.0
616,39,RU000A0JRTL6,8,2015-08-06,8.16,4.069,10.0
617,39,RU000A0JRTL6,9,2016-02-04,8.16,4.069,0.0
618,39,RU000A0JRTL6,10,2016-08-04,8.16,4.069,10.0
619,39,RU000A0JRTL6,11,2017-02-02,8.16,4.069,0.0
620,39,RU000A0JRTL6,12,2017-08-03,8.16,3.662,10.0
621,39,RU000A0JRTL6,13,2018-02-01,8.16,3.662,0.0
622,39,RU000A0JRTL6,14,2018-08-02,8.16,3.255,10.0
623,39,RU000A0JRTL6,15,2019-01-31,8.16,3.255,0.0
624,39,RU000A0JRTL6,16,2019-08-01,8.16,2.848,10.0
625,39,RU000A0JRTL6,17,2020-01-30,8.16,2.848,0.0
626,39,RU000A0JRTL6,18,2020-07-30,8.16,2.441,10.0
627,39,RU000A0JRTL6,19,2021-01-28,8.16,2.441,0.0
628,39,RU000A0JRTL6,20,2021-07-29,8.16,2.034,0.0
629,39,RU000A0JRTL6,21,2022-01-27,8.16,2.034,10.0
630,39,RU000A0JRTL6,22,2022-07-28,8.16,1.6280000000000001,0.0
631,39,RU000A0JRTL6,23,2023-01-26,8.16,1.6280000000000001,0.0
632,39,RU000A0JRTL6,24,2023-07-27,8.16,1.221,0.0
633,39,RU000A0JRTL6,25,2024-01-25,8.16,1.221,0.0
634,39,RU000A0JRTL6,26,2024-07-25,8.16,0.8140000000000001,0.0
635,39,RU000A0JRTL6,27,2025-01-23,8.16,0.8140000000000001,0.0
636,39,RU000A0JRTL6,28,2025-07-24,8.16,0.40700000000000003,0.0
637,39,RU000A0JRTL6,29,2026-01-22,8.16,0.40700000000000003,0.0
638,39,RU000A0JRTL6,30,2026-07-23,8.16,0.40700000000000003,0.0
639,40,RU000A0JWM07,1,2016-09-28,7.75,1.932,0.0
640,40,RU000A0JWM07,2,2017-03-29,7.75,3.864,0.0
641,40,RU000A0JWM07,3,2017-09-27,7.75,3.864,0.0
642,40,RU000A0JWM07,4,2018-03-28,7.75,3.864,0.0
643,40,RU000A0JWM07,5,2018-09-26,7.75,3.864,0.0
644,40,RU000A0JWM07,6,2019-03-27,7.75,3.864,0.0
645,40,RU000A0JWM07,7,2019-09-25,7.75,3.864,0.0
646,40,RU000A0JWM07,8,2020-03-25,7.75,3.864,0.0
647,40,RU000A0JWM07,9,2020-09-23,7.75,3.864,0.0
648,40,RU000A0JWM07,10,2021-03-24,7.75,3.864,0.0
649,40,RU000A0JWM07,11,2021-09-22,7.75,3.864,0.0
650,40,RU000A0JWM07,12,2022-03-23,7.75,3.864,0.0
651,40,RU000A0JWM07,13,2022-09-21,7.75,3.864,0.0
652,40,RU000A0JWM07,14,2023-03-22,7.75,3.864,0.0
653,40,RU000A0JWM07,15,2023-09-20,7.75,3.864,0.0
654,40,RU000A0JWM07,16,2024-03-20,7.75,3.864,0.0
655,40,RU000A0JWM07,17,2024-09-18,7.75,3.864,0.0
656,40,RU000A0JWM07,18,2025-03-19,7.75,3.864,0.0
657,40,RU000A0JWM07,19,2025-09-17,7.75,3.864,0.0
658,40,RU000A0JWM07,20,2026-03-18,7.75,3.864,0.0
659,40,RU000A0JWM07,21,2026-09-16,7.75,3.864,100.0
660,41,RU000A0ZZYW2,1,2019-04-17,7.95,2.592,0.0
661,41,RU000A0ZZYW2,2,2019-10-16,7.95,3.964,0.0
662,41,RU000A0ZZYW2,3,2020-04-15,7.95,3.964,0.0
663,41,RU000A0ZZYW2,4,2020-10-14,7.95,3.964,0.0
664,41,RU000A0ZZYW2,5,2021-04-14,7.95,3.964,0.0
665,41,RU000A0ZZYW2,6,2021-10-13,7.95,3.964,0.0
666,41,RU000A0ZZYW2,7,2022-04-13,7.95,3.964,0.0
667,41,RU000A0ZZYW2,8,2022-10-12,7.95,3.964,0.0
668,41,RU000A0ZZYW2,9,2023-04-12,7.95,3.964,0.0
669,41,RU000A0ZZYW2,10,2023-10-11,7.95,3.964,0.0
670,41,RU000A0ZZYW2,11,2024-04-10,7.95,3.964,0.0
671,41,RU000A0ZZYW2,12,2024-10-09,7.95,3.964,0.0
672,41,RU000A0ZZYW2,13,2025-04-09,7.95,3.964,0.0
673,41,RU000A0ZZYW2,14,2025-10-08,7.95,3.964,0.0
674,41,RU000A0ZZYW2,15,2026-04-08,7.95,3.964,0.0
675,41,RU000A0ZZYW2,16,2026-10-07,7.95,3.964,100.0
676,42,RU000A0JS3W6,1,2012-08-22,8.15,4.064,0.0
677,42,RU000A0JS3W6,2,2013-02-20,8.15,4.064,0.0
678,42,RU000A0JS3W6,3,2013-08-21,8.15,4.064,0.0
679,42,RU000A0JS3W6,4,2014-02-19,8.15,4.064,0.0
680,42,RU000A0JS3W6,5,2014-08-20,8.15,4.064,0.0
681,42,RU000A0JS3W6,6,2015-02-18,8.15,4.064,0.0
682,42,RU000A0JS3W6,7,2015-08-19,8.15,4.064,0.0
683,42,RU000A0JS3W6,8,2016-02-17,8.15,4.064,0.0
684,42,RU000A0JS3W6,9,2016-08-17,8.15,4.064,0.0
685,42,RU000A0JS3W6,10,2017-02-15,8.15,4.064,0.0
686,42,RU000A0JS3W6,11,2017-08-16,8.15,4.064,0.0
687,42,RU000A0JS3W6,12,2018-02-14,8.15,4.064,0.0
688,42,RU000A0JS3W6,13,2018-08-15,8.15,4.064,0.0
689,42,RU000A0JS3W6,14,2019-02-13,8.15,4.064,0.0
690,42,RU000A0JS3W6,15,2019-08-14,8.15,4.064,0.0
691,42,RU000A0JS3W6,16,2020-02-12,8.15,4.064,0.0
692,42,RU000A0JS3W6,17,2020-08-12,8.15,4.064,0.0
693,42,RU000A0JS3W6,18,2021-02-10,8.15,4.064,0.0
694,42,RU000A0JS3W6,19,2021-08-11,8.15,4.064,0.0
695,42,RU000A0JS3W6,20,2022-02-09,8.15,4.064,0.0
696,42,RU000A0JS3W6,21,2022-08-10,8.15,4.064,0.0
697,42,RU000A0JS3W6,22,2023-02-08,8.15,4.064,0.0
698,42,RU000A0JS3W6,23,2023-08-09,8.15,4.064,0.0
699,42,RU000A0JS3W6,24,2024-02-07,8.15,4.064,0.0
700,42,RU000A0JS3W6,25,2024-08-07,8.15,4.064,0.0
701,42,RU000A0JS3W6,26,2025-02-05,8.15,4.064,0.0
702,42,RU000A0JS3W6,27,2025-08-06,8.15,4.064,0.0
