,Бумага,ISIN,Торговый код,Номер платежа,Дата фактической выплаты,"Ставка купона, % годовых","Сумма купона, RUB","Погашение номинала, RUB"
249,26219,RU000A0JWM07,SU26219RMFS4,13,2022-09-21,7.75,3.864,0.0
250,26219,RU000A0JWM07,SU26219RMFS4,14,2023-03-22,7.75,3.864,0.0
251,26219,RU000A0JWM07,SU26219RMFS4,15,2023-09-20,7.75,3.864,0.0
252,26219,RU000A0JWM07,SU26219RMFS4,16,2024-03-20,7.75,3.864,0.0
253,26219,RU000A0JWM07,SU26219RMFS4,17,2024-09-18,7.75,3.864,0.0
254,26219,RU000A0JWM07,SU26219RMFS4,18,2025-03-19,7.75,3.864,0.0
255,26219,RU000A0JWM07,SU26219RMFS4,19,2025-09-17,7.75,3.864,0.0
256,26219,RU000A0JWM07,SU26219RMFS4,20,2026-03-18,7.75,3.864,0.0
257,26219,RU000A0JWM07,SU26219RMFS4,21,2026-09-16,7.75,3.864,100.0
258,46011,RU0002867854,SU46011RMFS1,1,2003-09-17,0.0,0.0,0.0
259,46011,RU0002867854,SU46011RMFS1,2,2004-09-15,0.0,0.0,0.0
260,46011,RU0002867854,SU46011RMFS1,3,2005-09-14,0.0,0.0,0.0
261,46011,RU0002867854,SU46011RMFS1,4,2006-09-13,0.0,0.0,0.0
262,46011,RU0002867854,SU46011RMFS1,5,2007-12-09,0.0,0.0,0.0
263,46011,RU0002867854,SU46011RMFS1,6,2008-10-09,0.0,0.0,0.0
264,46011,RU0002867854,SU46011RMFS1,7,2009-09-09,0.0,0.0,0.0
265,46011,RU0002867854,SU46011RMFS1,8,2010-08-09,0.0,0.0,0.0
266,46011,RU0002867854,SU46011RMFS1,9,2011-07-09,0.0,0.0,0.0
267,46011,RU0002867854,SU46011RMFS1,10,2012-05-09,0.0,0.0,0.0
268,46011,RU0002867854,SU46011RMFS1,11,2013-04-09,10.0,9.973,0.0
269,46011,RU0002867854,SU46011RMFS1,12,2014-03-09,10.0,9.973,0.0
270,46011,RU0002867854,SU46011RMFS1,13,2015-02-09,10.0,9.973,0.0
271,46011,RU0002867854,SU46011RMFS1,14,2016-08-31,10.0,9.973,0.0
272,46011,RU0002867854,SU46011RMFS1,15,2017-08-30,10.0,9.973,0.0
273,46011,RU0002867854,SU46011RMFS1,16,2018-08-29,10.0,9.973,0.0
274,46011,RU0002867854,SU46011RMFS1,17,2019-08-28,10.0,9.973,0.0
275,46011,RU0002867854,SU46011RMFS1,18,2020-08-26,10.0,9.973,10.0
276,46011,RU0002867854,SU46011RMFS1,19,2021-08-25,10.0,8.975,10.0
277,46011,RU0002867854,SU46011RMFS1,20,2022-08-24,10.0,7.978,20.0
278,46011,RU0002867854,SU46011RMFS1,21,2023-08-23,10.0,5.984,10.0
279,46011,RU0002867854,SU46011RMFS1,22,2024-08-21,10.0,4.986,20.0
280,46011,RU0002867854,SU46011RMFS1,23,2025-08-20,10.0,2.992,30.0
281,46012,RU0002868001,SU46012RMFS9,1,2003-08-10,3.084,1.9940000000000002,0.0
282,46012,RU0002868001,SU46012RMFS9,2,2004-06-10,1.045,1.042,0.0
283,46012,RU0002868001,SU46012RMFS9,3,2005-05-10,0.341,0.33999999999999997,0.0
284,46012,RU0002868001,SU46012RMFS9,4,2006-04-10,1.211,1.208,0.0
285,46012,RU0002868001,SU46012RMFS9,5,2007-03-10,0.705,0.7030000000000001,0.0
286,46012,RU0002868001,SU46012RMFS9,6,2008-01-10,1.5659999999999998,1.5619999999999998,0.0
287,46012,RU0002868001,SU46012RMFS9,7,2009-09-30,0.888,0.8859999999999999,0.0
288,46012,RU0002868001,SU46012RMFS9,8,2010-09-29,1.948,1.943,0.0
289,46012,RU0002868001,SU46012RMFS9,9,2011-09-28,2.903,2.895,0.0
290,46012,RU0002868001,SU46012RMFS9,10,2012-09-26,3.741,3.7310000000000003,0.0
291,46012,RU0002868001,SU46012RMFS9,11,2013-09-25,1.359,1.355,0.0
292,46012,RU0002868001,SU46012RMFS9,12,2014-09-24,1.6969999999999998,1.6920000000000002,0.0
293,46012,RU0002868001,SU46012RMFS9,13,2015-09-23,4.673,4.66,0.0
294,46012,RU0002868001,SU46012RMFS9,14,2016-09-21,3.3510000000000004,3.342,0.0
295,46012,RU0002868001,SU46012RMFS9,15,2017-09-20,3.281,3.272,0.0
296,46012,RU0002868001,SU46012RMFS9,16,2018-09-19,8.386000000000001,8.363,2.5
297,46012,RU0002868001,SU46012RMFS9,17,2019-09-18,8.656,8.416,2.5
298,46012,RU0002868001,SU46012RMFS9,18,2020-09-16,6.269,5.939,0.0
299,46012,RU0002868001,SU46012RMFS9,19,2021-09-15,9.718,9.206999999999999,0.0
300,46012,RU0002868001,SU46012RMFS9,20,2022-09-14,6.573,6.227,0.0
301,46012,RU0002868001,SU46012RMFS9,21,2023-09-13,9.496,8.995999999999999,0.0
302,46012,RU0002868001,SU46012RMFS9,22,2024-11-09,8.799,8.336,0.0
303,46012,RU0002868001,SU46012RMFS9,23,2025-10-09,6.517,6.174,0.0
304,46012,RU0002868001,SU46012RMFS9,24,2026-09-09,7.672999999999999,7.269,12.5
305,46012,RU0002868001,SU46012RMFS9,25,2027-08-09,0.141,0.11599999999999999,12.5
306,46012,RU0002868001,SU46012RMFS9,26,2028-06-09,8.896,6.21,12.5
307,46012,RU0002868001,SU46012RMFS9,27,2029-05-09,2.271,1.302,57.5
308,46018,RU000A0D0G29,SU46018RMFS6,1,2005-06-15,9.5,2.368,0.0
309,46018,RU000A0D0G29,SU46018RMFS6,2,2005-09-14,9.5,2.368,0.0
310,46018,RU000A0D0G29,SU46018RMFS6,3,2005-12-14,9.5,2.368,0.0
311,46018,RU000A0D0G29,SU46018RMFS6,4,2006-03-15,9.5,2.368,0.0
312,46018,RU000A0D0G29,SU46018RMFS6,5,2006-06-14,9.5,2.368,0.0
313,46018,RU000A0D0G29,SU46018RMFS6,6,2006-09-13,9.5,2.368,0.0
314,46018,RU000A0D0G29,SU46018RMFS6,7,2006-12-13,9.5,2.368,0.0
315,46018,RU000A0D0G29,SU46018RMFS6,8,2007-03-14,9.0,2.244,0.0
316,46018,RU000A0D0G29,SU46018RMFS6,9,2007-06-13,9.0,2.244,0.0
317,46018,RU000A0D0G29,SU46018RMFS6,10,2007-12-09,9.0,2.244,0.0
318,46018,RU000A0D0G29,SU46018RMFS6,11,2007-12-12,9.0,2.244,0.0
319,46018,RU000A0D0G29,SU46018RMFS6,12,2008-12-03,9.0,2.244,0.0
320,46018,RU000A0D0G29,SU46018RMFS6,13,2008-11-06,9.0,2.244,0.0
321,46018,RU000A0D0G29,SU46018RMFS6,14,2008-10-09,9.0,2.244,0.0
322,46018,RU000A0D0G29,SU46018RMFS6,15,2008-10-12,9.0,2.244,0.0
323,46018,RU000A0D0G29,SU46018RMFS6,16,2009-11-03,8.5,2.119,0.0
324,46018,RU000A0D0G29,SU46018RMFS6,17,2009-10-06,8.5,2.119,0.0
325,46018,RU000A0D0G29,SU46018RMFS6,18,2009-09-09,8.5,2.119,0.0
326,46018,RU000A0D0G29,SU46018RMFS6,19,2009-09-12,8.5,2.119,0.0
327,46018,RU000A0D0G29,SU46018RMFS6,20,2010-10-03,8.5,2.119,0.0
328,46018,RU000A0D0G29,SU46018RMFS6,21,2010-09-06,8.5,2.119,0.0
329,46018,RU000A0D0G29,SU46018RMFS6,22,2010-08-09,8.5,2.119,0.0
330,46018,RU000A0D0G29,SU46018RMFS6,23,2010-08-12,8.5,2.119,0.0
331,46018,RU000A0D0G29,SU46018RMFS6,24,2011-09-03,8.0,1.9949999999999999,0.0
332,46018,RU000A0D0G29,SU46018RMFS6,25,2011-08-06,8.0,1.9949999999999999,0.0
333,46018,RU000A0D0G29,SU46018RMFS6,26,2011-07-09,8.0,1.9949999999999999,0.0
334,46018,RU000A0D0G29,SU46018RMFS6,27,2011-07-12,8.0,1.9949999999999999,0.0
335,46018,RU000A0D0G29,SU46018RMFS6,28,2012-07-03,8.0,1.9949999999999999,0.0
336,46018,RU000A0D0G29,SU46018RMFS6,29,2012-06-06,8.0,1.9949999999999999,0.0
337,46018,RU000A0D0G29,SU46018RMFS6,30,2012-05-09,8.0,1.9949999999999999,0.0
338,46018,RU000A0D0G29,SU46018RMFS6,31,2012-05-12,8.0,1.9949999999999999,0.0
339,46018,RU000A0D0G29,SU46018RMFS6,32,2013-06-03,7.0,1.7449999999999999,0.0
340,46018,RU000A0D0G29,SU46018RMFS6,33,2013-05-06,7.0,1.7449999999999999,0.0
341,46018,RU000A0D0G29,SU46018RMFS6,34,2013-04-09,7.0,1.7449999999999999,0.0
342,46018,RU000A0D0G29,SU46018RMFS6,35,2013-04-12,7.0,1.7449999999999999,0.0
343,46018,RU000A0D0G29,SU46018RMFS6,36,2014-05-03,7.0,1.7449999999999999,0.0
344,46018,RU000A0D0G29,SU46018RMFS6,37,2014-04-06,7.0,1.7449999999999999,0.0
345,46018,RU000A0D0G29,SU46018RMFS6,38,2014-03-09,7.0,1.7449999999999999,0.0
346,46018,RU000A0D0G29,SU46018RMFS6,39,2014-03-12,7.0,1.7449999999999999,0.0
347,46018,RU000A0D0G29,SU46018RMFS6,40,2015-04-03,6.5,1.621,0.0
348,46018,RU000A0D0G29,SU46018RMFS6,41,2015-03-06,6.5,1.621,0.0
349,46018,RU000A0D0G29,SU46018RMFS6,42,2015-02-09,6.5,1.621,0.0
350,46018,RU000A0D0G29,SU46018RMFS6,43,2015-02-12,6.5,1.621,0.0
351,46018,RU000A0D0G29,SU46018RMFS6,44,2016-02-03,6.5,1.621,0.0
352,46018,RU000A0D0G29,SU46018RMFS6,45,2016-01-06,6.5,1.621,0.0
353,46018,RU000A0D0G29,SU46018RMFS6,46,2016-08-31,6.5,1.621,0.0
354,46018,RU000A0D0G29,SU46018RMFS6,47,2016-11-30,6.5,1.621,0.0
355,46018,RU000A0D0G29,SU46018RMFS6,48,2017-01-03,6.5,1.621,0.0
356,46018,RU000A0D0G29,SU46018RMFS6,49,2017-05-31,6.5,1.621,0.0
357,46018,RU000A0D0G29,SU46018RMFS6,50,2017-08-30,6.5,1.621,0.0
358,46018,RU000A0D0G29,SU46018RMFS6,51,2017-11-29,6.5,1.621,0.0
359,46018,RU000A0D0G29,SU46018RMFS6,52,2018-02-28,6.5,1.621,0.0
360,46018,RU000A0D0G29,SU46018RMFS6,53,2018-05-30,6.5,1.621,0.0
361,46018,RU000A0D0G29,SU46018RMFS6,54,2018-08-29,6.5,1.621,0.0
362,46018,RU000A0D0G29,SU46018RMFS6,55,2018-11-28,6.5,1.621,0.0
363,46018,RU000A0D0G29,SU46018RMFS6,56,2019-02-27,6.5,1.621,0.0
364,46018,RU000A0D0G29,SU46018RMFS6,57,2019-05-29,6.5,1.621,0.0
365,46018,RU000A0D0G29,SU46018RMFS6,58,2019-08-28,6.5,1.621,0.0
366,46018,RU000A0D0G29,SU46018RMFS6,59,2019-11-27,6.5,1.621,30.0
367,46018,RU000A0D0G29,SU46018RMFS6,60,2020-02-26,6.5,1.134,0.0
368,46018,RU000A0D0G29,SU46018RMFS6,61,2020-05-27,6.5,1.134,0.0
369,46018,RU000A0D0G29,SU46018RMFS6,62,2020-08-26,6.5,1.134,0.0
370,46018,RU000A0D0G29,SU46018RMFS6,63,2020-11-25,6.5,1.134,30.0
371,46018,RU000A0D0G29,SU46018RMFS6,64,2021-02-24,6.5,0.648,0.0
372,46018,RU000A0D0G29,SU46018RMFS6,65,2021-05-26,6.5,0.648,0.0
373,46018,RU000A0D0G29,SU46018RMFS6,66,2021-08-25,6.5,0.648,0.0
374,46018,RU000A0D0G29,SU46018RMFS6,67,2021-11-24,6.5,0.648,40.0
375,46019,RU000A0JNHJ4,SU46019RMFS4,1,2006-05-04,0.0,0.0,0.0
376,46019,RU000A0JNHJ4,SU46019RMFS4,2,2007-04-04,0.0,0.0,0.0
377,46019,RU000A0JNHJ4,SU46019RMFS4,3,2008-02-04,0.0,0.0,0.0
378,46019,RU000A0JNHJ4,SU46019RMFS4,4,2009-01-04,0.0,0.0,0.0
379,46019,RU000A0JNHJ4,SU46019RMFS4,5,2010-03-31,0.0,0.0,0.0
380,46019,RU000A0JNHJ4,SU46019RMFS4,6,2011-03-30,0.0,0.0,0.0
381,46019,RU000A0JNHJ4,SU46019RMFS4,7,2012-03-28,0.0,0.0,0.0
382,46019,RU000A0JNHJ4,SU46019RMFS4,8,2013-03-27,3.008,3.0,10.0
383,46019,RU000A0JNHJ4,SU46019RMFS4,9,2014-03-26,2.005,1.8,10.0
384,46019,RU000A0JNHJ4,SU46019RMFS4,10,2015-03-25,2.005,1.6,10.0
385,46019,RU000A0JNHJ4,SU46019RMFS4,11,2016-03-23,2.005,1.4,10.0
386,46019,RU000A0JNHJ4,SU46019RMFS4,12,2017-03-22,2.005,1.2,20.0
387,46019,RU000A0JNHJ4,SU46019RMFS4,13,2018-03-21,2.005,0.8,20.0
388,46019,RU000A0JNHJ4,SU46019RMFS4,14,2019-03-20,2.005,0.4,20.0
389,46020,RU000A0GN9A7,SU46020RMFS2,1,2006-08-16,6.95,3.465,0.0
390,46020,RU000A0GN9A7,SU46020RMFS2,2,2007-02-14,6.9,3.441,0.0
391,46020,RU000A0GN9A7,SU46020RMFS2,3,2007-08-15,6.9,3.441,0.0
392,46020,RU000A0GN9A7,SU46020RMFS2,4,2008-02-13,6.9,3.441,0.0
393,46020,RU000A0GN9A7,SU46020RMFS2,5,2008-08-13,6.9,3.441,0.0
394,46020,RU000A0GN9A7,SU46020RMFS2,6,2009-11-02,6.9,3.441,0.0
395,46020,RU000A0GN9A7,SU46020RMFS2,7,2009-12-08,6.9,3.441,0.0
396,46020,RU000A0GN9A7,SU46020RMFS2,8,2010-10-02,6.9,3.441,0.0
397,46020,RU000A0GN9A7,SU46020RMFS2,9,2010-11-08,6.9,3.441,0.0
398,46020,RU000A0GN9A7,SU46020RMFS2,10,2011-09-02,6.9,3.441,0.0
399,46020,RU000A0GN9A7,SU46020RMFS2,11,2011-10-08,6.9,3.441,0.0
400,46020,RU000A0GN9A7,SU46020RMFS2,12,2012-02-15,6.9,3.5729999999999995,0.0
401,46020,RU000A0GN9A7,SU46020RMFS2,13,2012-08-15,6.9,3.441,0.0
402,46020,RU000A0GN9A7,SU46020RMFS2,14,2013-02-13,6.9,3.441,0.0
403,46020,RU000A0GN9A7,SU46020RMFS2,15,2013-08-14,6.9,3.441,0.0
404,46020,RU000A0GN9A7,SU46020RMFS2,16,2014-12-02,6.9,3.441,0.0
405,46020,RU000A0GN9A7,SU46020RMFS2,17,2014-08-13,6.9,3.441,0.0
406,46020,RU000A0GN9A7,SU46020RMFS2,18,2015-11-02,6.9,3.441,0.0
407,46020,RU000A0GN9A7,SU46020RMFS2,19,2015-12-08,6.9,3.441,0.0
408,46020,RU000A0GN9A7,SU46020RMFS2,20,2016-10-02,6.9,3.441,0.0
409,46020,RU000A0GN9A7,SU46020RMFS2,21,2016-10-08,6.9,3.441,0.0
410,46020,RU000A0GN9A7,SU46020RMFS2,22,2017-02-15,6.9,3.5729999999999995,0.0
411,46020,RU000A0GN9A7,SU46020RMFS2,23,2017-08-16,6.9,3.441,0.0
412,46020,RU000A0GN9A7,SU46020RMFS2,24,2018-02-14,6.9,3.441,0.0
413,46020,RU000A0GN9A7,SU46020RMFS2,25,2018-08-15,6.9,3.441,0.0
414,46020,RU000A0GN9A7,SU46020RMFS2,26,2019-02-13,6.9,3.441,0.0
415,46020,RU000A0GN9A7,SU46020RMFS2,27,2019-08-14,6.9,3.441,0.0
416,46020,RU000A0GN9A7,SU46020RMFS2,28,2020-12-02,6.9,3.441,0.0
417,46020,RU000A0GN9A7,SU46020RMFS2,29,2020-12-08,6.9,3.441,0.0
418,46020,RU000A0GN9A7,SU46020RMFS2,30,2021-10-02,6.9,3.441,0.0
419,46020,RU000A0GN9A7,SU46020RMFS2,31,2021-11-08,6.9,3.441,0.0
420,46020,RU000A0GN9A7,SU46020RMFS2,32,2022-09-02,6.9,3.441,0.0
421,46020,RU000A0GN9A7,SU46020RMFS2,33,2022-10-08,6.9,3.441,0.0
422,46020,RU000A0GN9A7,SU46020RMFS2,34,2023-02-15,6.9,3.5729999999999995,0.0
423,46020,RU000A0GN9A7,SU46020RMFS2,35,2023-08-16,6.9,3.441,0.0
424,46020,RU000A0GN9A7,SU46020RMFS2,36,2024-02-14,6.9,3.441,0.0
425,46020,RU000A0GN9A7,SU46020RMFS2,37,2024-08-14,6.9,3.441,0.0
426,46020,RU000A0GN9A7,SU46020RMFS2,38,2025-12-02,6.9,3.441,0.0
427,46020,RU000A0GN9A7,SU46020RMFS2,39,2025-08-13,6.9,3.441,0.0
428,46020,RU000A0GN9A7,SU46020RMFS2,40,2026-11-02,6.9,3.441,0.0
429,46020,RU000A0GN9A7,SU46020RMFS2,41,2026-12-08,6.9,3.441,0.0
430,46020,RU000A0GN9A7,SU46020RMFS2,42,2027-10-02,6.9,3.441,0.0
431,46020,RU000A0GN9A7,SU46020RMFS2,43,2027-11-08,6.9,3.441,0.0
432,46020,RU000A0GN9A7,SU46020RMFS2,44,2028-09-02,6.9,3.441,0.0
433,46020,RU000A0GN9A7,SU46020RMFS2,45,2028-09-08,6.9,3.441,0.0
434,46020,RU000A0GN9A7,SU46020RMFS2,46,2029-02-14,6.9,3.5729999999999995,0.0
435,46020,RU000A0GN9A7,SU46020RMFS2,47,2029-08-15,6.9,3.441,0.0
436,46020,RU000A0GN9A7,SU46020RMFS2,48,2030-02-13,6.9,3.441,0.0
437,46020,RU000A0GN9A7,SU46020RMFS2,49,2030-08-14,6.9,3.441,0.0
438,46020,RU000A0GN9A7,SU46020RMFS2,50,2031-12-02,6.9,3.441,0.0
439,46020,RU000A0GN9A7,SU46020RMFS2,51,2031-08-13,6.9,3.441,0.0
440,46020,RU000A0GN9A7,SU46020RMFS2,52,2032-11-02,6.9,3.441,0.0
441,46020,RU000A0GN9A7,SU46020RMFS2,53,2032-11-08,6.9,3.441,0.0
442,46020,RU000A0GN9A7,SU46020RMFS2,54,2033-09-02,6.9,3.441,0.0
443,46020,RU000A0GN9A7,SU46020RMFS2,55,2033-10-08,6.9,3.441,0.0
444,46020,RU000A0GN9A7,SU46020RMFS2,56,2034-08-02,6.9,3.441,0.0
445,46020,RU000A0GN9A7,SU46020RMFS2,57,2034-09-08,6.9,3.441,25.0
446,46020,RU000A0GN9A7,SU46020RMFS2,58,2035-07-02,6.9,2.58,25.0
447,46020,RU000A0GN9A7,SU46020RMFS2,59,2035-08-08,6.9,1.72,25.0
448,46020,RU000A0GN9A7,SU46020RMFS2,60,2036-06-02,6.9,0.86,25.0
449,46022,RU000A0JPLH5,SU46022RMFS8,1,2008-07-23,8.0,3.989,0.0
450,46022,RU000A0JPLH5,SU46022RMFS8,2,2009-01-21,7.5,3.7399999999999998,0.0
451,46022,RU000A0JPLH5,SU46022RMFS8,3,2009-07-22,7.5,3.7399999999999998,0.0
452,46022,RU000A0JPLH5,SU46022RMFS8,4,2010-01-20,7.5,3.7399999999999998,0.0
453,46022,RU000A0JPLH5,SU46022RMFS8,5,2010-07-21,7.5,3.7399999999999998,0.0
454,46022,RU000A0JPLH5,SU46022RMFS8,6,2011-01-19,7.0,3.4899999999999998,0.0
455,46022,RU000A0JPLH5,SU46022RMFS8,7,2011-07-20,7.0,3.4899999999999998,0.0
456,46022,RU000A0JPLH5,SU46022RMFS8,8,2012-01-18,6.5,3.2409999999999997,0.0
457,46022,RU000A0JPLH5,SU46022RMFS8,9,2012-07-18,6.5,3.2409999999999997,0.0
458,46022,RU000A0JPLH5,SU46022RMFS8,10,2013-01-23,6.5,3.3659999999999997,0.0
459,46022,RU000A0JPLH5,SU46022RMFS8,11,2013-07-24,6.5,3.2409999999999997,0.0
460,46022,RU000A0JPLH5,SU46022RMFS8,12,2014-01-22,6.0,2.992,0.0
461,46022,RU000A0JPLH5,SU46022RMFS8,13,2014-07-23,6.0,2.992,0.0
462,46022,RU000A0JPLH5,SU46022RMFS8,14,2015-01-21,6.0,2.992,0.0
463,46022,RU000A0JPLH5,SU46022RMFS8,15,2015-07-22,6.0,2.992,0.0
464,46022,RU000A0JPLH5,SU46022RMFS8,16,2016-01-20,6.0,2.992,0.0
465,46022,RU000A0JPLH5,SU46022RMFS8,17,2016-07-20,6.0,2.992,0.0
466,46022,RU000A0JPLH5,SU46022RMFS8,18,2017-01-18,6.0,2.992,0.0
467,46022,RU000A0JPLH5,SU46022RMFS8,19,2017-07-19,6.0,2.992,0.0
468,46022,RU000A0JPLH5,SU46022RMFS8,20,2018-01-24,6.0,3.107,0.0
469,46022,RU000A0JPLH5,SU46022RMFS8,21,2018-07-25,6.0,2.992,0.0
470,46022,RU000A0JPLH5,SU46022RMFS8,22,2019-01-23,5.5,2.742,0.0
471,46022,RU000A0JPLH5,SU46022RMFS8,23,2019-07-24,5.5,2.742,0.0
472,46022,RU000A0JPLH5,SU46022RMFS8,24,2020-01-22,5.5,2.742,0.0
473,46022,RU000A0JPLH5,SU46022RMFS8,25,2020-07-22,5.5,2.742,0.0
474,46022,RU000A0JPLH5,SU46022RMFS8,26,2021-01-20,5.5,2.742,0.0
475,46022,RU000A0JPLH5,SU46022RMFS8,27,2021-07-21,5.5,2.742,0.0
476,46022,RU000A0JPLH5,SU46022RMFS8,28,2022-01-19,5.5,2.742,0.0
477,46022,RU000A0JPLH5,SU46022RMFS8,29,2022-07-20,5.5,2.742,50.0
478,46022,RU000A0JPLH5,SU46022RMFS8,30,2023-01-18,5.5,1.371,0.0
479,46022,RU000A0JPLH5,SU46022RMFS8,31,2023-07-19,5.5,1.371,50.0
480,46023,RU000A0JRTL6,SU46023RMFS6,1,2012-09-02,8.16,2.951,0.0
481,46023,RU000A0JRTL6,SU46023RMFS6,2,2012-09-08,8.16,4.069,0.0
482,46023,RU000A0JRTL6,SU46023RMFS6,3,2013-07-02,8.16,4.069,0.0
483,46023,RU000A0JRTL6,SU46023RMFS6,4,2013-08-08,8.16,4.069,0.0
484,46023,RU000A0JRTL6,SU46023RMFS6,5,2014-06-02,8.16,4.069,0.0
485,46023,RU000A0JRTL6,SU46023RMFS6,6,2014-07-08,8.16,4.069,0.0
486,46023,RU000A0JRTL6,SU46023RMFS6,7,2015-05-02,8.16,4.069,0.0
487,46023,RU000A0JRTL6,SU46023RMFS6,8,2015-06-08,8.16,4.069,0.0
488,46023,RU000A0JRTL6,SU46023RMFS6,9,2016-04-02,8.16,4.069,0.0
489,46023,RU000A0JRTL6,SU46023RMFS6,10,2016-04-08,8.16,4.069,0.0
490,46023,RU000A0JRTL6,SU46023RMFS6,11,2017-02-02,8.16,4.069,10.0
491,46023,RU000A0JRTL6,SU46023RMFS6,12,2017-03-08,8.16,3.662,0.0
492,46023,RU000A0JRTL6,SU46023RMFS6,13,2018-01-02,8.16,3.662,10.0
493,46023,RU000A0JRTL6,SU46023RMFS6,14,2018-02-08,8.16,3.255,0.0
494,46023,RU000A0JRTL6,SU46023RMFS6,15,2019-01-31,8.16,3.255,10.0
495,46023,RU000A0JRTL6,SU46023RMFS6,16,2019-01-08,8.16,2.848,0.0
496,46023,RU000A0JRTL6,SU46023RMFS6,17,2020-01-30,8.16,2.848,10.0
497,46023,RU000A0JRTL6,SU46023RMFS6,18,2020-07-30,8.16,2.441,0.0
498,46023,RU000A0JRTL6,SU46023RMFS6,19,2021-01-28,8.16,2.441,10.0
499,46023,RU000A0JRTL6,SU46023RMFS6,20,2021-07-29,8.16,2.034,0.0
500,46023,RU000A0JRTL6,SU46023RMFS6,21,2022-01-27,8.16,2.034,10.0
501,46023,RU000A0JRTL6,SU46023RMFS6,22,2022-07-28,8.16,1.6280000000000001,0.0
502,46023,RU000A0JRTL6,SU46023RMFS6,23,2023-01-26,8.16,1.6280000000000001,10.0
503,46023,RU000A0JRTL6,SU46023RMFS6,24,2023-07-27,8.16,1.221,0.0
504,46023,RU000A0JRTL6,SU46023RMFS6,25,2024-01-25,8.16,1.221,10.0
505,46023,RU000A0JRTL6,SU46023RMFS6,26,2024-07-25,8.16,0.8140000000000001,0.0
506,46023,RU000A0JRTL6,SU46023RMFS6,27,2025-01-23,8.16,0.8140000000000001,10.0
507,46023,RU000A0JRTL6,SU46023RMFS6,28,2025-07-24,8.16,0.40700000000000003,0.0
508,46023,RU000A0JRTL6,SU46023RMFS6,29,2026-01-22,8.16,0.40700000000000003,0.0
509,46023,RU000A0JRTL6,SU46023RMFS6,30,2026-07-23,8.16,0.40700000000000003,10.0
