Dates,tau1,tau2,beta0,beta1,beta2,beta3
2016-01-05,0.6041052844856678,11.44345909752463,9.746592301976861,-2.081393056209296,3.822660728950869,-1.3751570192328992
2016-01-06,0.6257640084721483,13.56318590279103,9.940734636859126,-2.2173789993543007,3.597162448009014,-1.8012506589316883
2016-01-04,0.5385681844353454,1.4703264259991313,9.199666257516064,-1.4132306354939925,3.399361234952616,1.4910994698270703
2016-01-11,0.32898233308339836,1.9585248124357486,9.760507299848452,-1.6613560357257886,4.246234205774746,1.361640692052784
2016-01-12,0.3684141818734253,2.151468225618557,9.967450611578416,-1.7170873075178692,4.207382287241085,0.9976683654267626
2016-01-13,0.2173330837232728,13.936906324237718,10.842884137673478,-3.0925341501266166,2.4621213520808265,-2.4671586558555596
2016-01-14,0.1779605160029055,12.747687990157129,10.961145413148191,-3.5141020503761236,1.6695693706267762,-2.266221755796364
2016-01-15,0.2948381617596839,1.7540880422526042,10.389915002370653,-2.539633103040221,2.720824813039566,1.0976771398289884
2016-01-18,0.4483834746018758,0.448383481883875,10.56912663193675,-2.2865354983590436,14.31307329584973,-11.079631255016714
2016-01-21,1.5526597296651947,0.40520263307337934,10.804423436612407,-2.843986034870147,2.333120271309813,4.564184288570937
2016-01-22,0.5807882362952114,27.90549733497599,10.477019929133299,-2.543735227053622,3.1624105641251985,-0.04616618808104564
2016-01-19,0.33424410132694016,13.630132632691224,10.697398414815352,-2.810082430255435,2.6361777828684585,-0.8225994661091036
2016-01-20,0.8398078762694756,0.3553261261314047,10.861719202311173,-2.7697500403124904,1.202110041342206,3.550873634287289
2016-01-25,0.2599917513632206,10.507946145966768,11.220630108030289,-3.4747037728287666,0.14391776990427396,-2.334946337180346
2016-01-26,28.647458238310623,1.1779320728590812,0.8539312188437507,7.437336197203296,17.43025531117247,6.636949948727727
2016-01-27,0.5810344973074213,0.581034472560997,10.184335221531612,-2.1351523441219404,-1.0889431843219683,4.322452048723491
2016-01-28,0.3707532118407968,10.96534359591773,10.43386219009131,-2.7874646756091632,2.0429159067618192,-1.2122851848974618
2016-01-29,0.37107015003076477,10.643176953035379,10.558428058003672,-2.799109386298819,1.849706240684156,-1.3883537204471588
2016-02-01,1.3032137911612973,0.38294168080813484,10.193790343111312,-2.3575395577939466,2.0732458191444825,3.761048779441881
2016-02-03,0.5913257526164627,12.570206195453968,10.795248528539673,-2.6772793258721155,1.7098774592941108,-1.7388714388265747
2016-02-02,0.7287529712824337,0.7287529751509241,10.3081097759374,-2.0592298035004504,41.47635778404519,-38.51890319336266
2016-02-04,0.27176050314184746,12.351148083006965,10.609996155968132,-2.745865920063261,0.703033886613097,-1.6802741173671463
2016-02-05,0.3518251333037512,1.739552550274809,10.007151061034666,-1.9501412830371114,1.4310542816963738,1.140142030204712
2016-02-09,0.7118945947691224,0.7118945940098286,10.283583976971892,-1.9555667661841252,-7.845064130907177,10.487682288802095
2016-02-08,0.29790988557227693,12.97721091938152,10.882635619441688,-2.855202384658157,-5.622675618196434e-07,-2.2705055644964878
2016-02-11,0.2927527367150484,1.653329359191627,10.098365895479038,-2.1391774400255583,0.7033401035609586,1.5203737995462374
2016-02-10,0.23037534389244238,12.085643834178835,10.760823958246462,-2.969038575085879,4.030893592453257e-07,-2.027652940504223
2016-02-12,0.22925782442561457,13.815665975020677,10.715382741536121,-2.77611861133637,-2.9723387174098393e-07,-1.7505844367436068
2016-02-17,0.12296098477354954,14.214324900327245,10.442151413055877,-2.947862981956312,-5.662544483393046e-07,-1.31903915212051
2016-02-16,0.26342582341555815,2.108868376081067,9.982185382985787,-2.225998249082936,1.491714542184369,1.2142639724220425
2016-02-15,0.2993891113789361,11.925599480974647,10.90789932471515,-2.890152043668917,3.7611335915255874e-07,-2.8128856228629164
2016-02-18,0.20140117804439667,11.095961484710843,10.535770145690465,-2.7442909380319342,7.232922398206026e-07,-2.213469484505215
2016-02-20,0.5819822752720654,0.5819822776503383,9.870430438171606,-1.835122927579948,-10.256081787258447,13.009924079943026
2016-02-19,0.2695813283236802,1.8182614667077064,9.837135638546837,-2.080893316326704,1.7790798632822802,0.8276040910072184
2016-02-22,0.2972636481368224,11.635883932731542,10.479313560555235,-2.45886153921456,8.564588381309327e-08,-2.1681470175257447
2016-02-24,0.06906340446405951,13.1579641419451,10.19003232476291,-3.525545959694987,1.3186925008809796e-06,-1.2955780662455272
2016-02-26,0.34124591148089856,0.3412459046579416,9.53373875008575,-0.7803806159243047,-1.900023477900434,3.7842543123080503
2016-02-25,0.1341618892598957,13.02830369311021,9.945760448319671,-2.6608753648225285,2.1835712482591836,-1.170466502972992
2016-02-29,0.6094181885262734,0.6094181893475767,9.512377008576633,-0.7278249424434525,-60.88179061990073,62.587711195599724
2016-03-01,280.7905427938872,1.2240592276760245,62.74249386797081,-53.750882516885945,-50.960944976491206,1.837679947858229
2016-03-02,0.2336719803091114,29.87710121960913,9.45564467540655,-1.1481642724926246,1.3752188650043835,-0.849639306524953
2016-03-04,0.6948795468394954,0.6948795461292807,9.13650567300056,-0.181840834233022,36.48853697195152,-35.58290862678737
2016-03-03,1643.0736885942356,853.8336016486571,-187.03585689629196,196.3302146200479,-1318.0148830020462,790.4210778850261
2016-03-07,537341.4702014511,349187.6128045475,72238.26817677611,-72228.93432471667,-297433.46344231174,139662.70981697226
2016-03-09,35.609340653926054,59.893845157834896,3.494120671195157,5.898019940375418,-8.88053821485705,21.248972505113606
2016-03-16,758717.3044919932,267651.5673351713,-104932.96209738663,104942.44043408762,-494792.27972677373,209368.1861185913
2016-03-11,124660.91401130123,123901.17471633152,-5994.931007761605,6004.298965552,-69650.95267084539,73735.92235846183
2016-03-14,498311.3638017437,176508.68913498113,-62866.19241106375,62875.64999960851,-284449.53019597277,121092.1013456907
2016-03-15,214.96654126305427,371.4134121411978,-81.56629993644347,91.06410538107542,48.11563766651295,75.82879244360444
2016-03-10,1366730.317994106,430690.51687590126,-81455.60321654784,81464.99458396711,-798449.4290236774,269224.10502731823
2016-03-21,8.176713743659828,8.362511109260922,8.153568165710055,1.3897840373264247,-86.85986520135413,87.5196464580051
2016-03-18,8.803897248877487,27.346309760857885,0.29762073318133975,9.104707767595617,0.30420244828248855,21.79434454465567
2016-03-22,3.4093920328026677,22.8788981245032,9.454565014690662,0.15391670038364713,-1.0455792798610928,-1.3980384436744604
2016-03-23,2.844533994085567,42.49357306065706,9.76280651325514,0.0497189894563312,-1.474010325953686,-2.3034192644243334
2016-03-24,1288248.7105235048,556723.9982082921,-186659.39447512123,186668.94275298066,-779286.4214361514,397597.902184405
2016-03-17,5.5039295233397745,27.99165674532625,16.68113147353558,-7.195856416675418,-4.920138292118059,-19.799694765685075
2016-03-25,8.095326231538149,25.669332242582392,-6.153641920540313,15.91136626745666,0.9563030280570524,38.83611932214452
2016-03-28,7.636086995045815,24.269726780294988,-0.4062836676502799,10.110037442824417,0.30654985541789703,24.31056143557236
2016-04-01,5.9308919335934736,20.984376088636402,-0.3814767763003376,10.347132253868676,0.29513147497310876,24.840734635916718
2016-03-29,0.2506662921498552,0.29695603014928795,9.154702733009927,0.32700195431528145,0.13686112941789808,1.5586059955381217
2016-03-30,5.301536219867483,19.841699675602534,2.204643024535426,7.660716922568067,0.15280374357051033,18.38404432424273
2016-03-31,885737.4315600892,589334.7792348173,3059.5385784545997,-3049.9016194363194,-655323.2241951169,396491.42665993073
2016-04-05,3.567527464666842,3.666989523755986,8.972455154403299,1.1503212895692014,-33.57340948716844,32.620769035577894
2016-04-04,6.918250899746354,7.416396031819884,8.35341142764889,1.6132986060677061,-28.026495867048652,27.93632076689152
2016-04-07,594718.2665795565,425884.2062259313,-226355.18896343012,226364.8613487227,-375872.550640914,413120.57937025826
2016-04-08,5.638380486521722,5.734832997551425,8.843607687725836,1.0924967455528192,-64.60805065488677,64.05088470870427
2016-04-06,6.524461662699588,2070806.154838434,7.130636605195331,2.796039236755376,0.010619011414873201,210012.78217973642
2016-04-14,192.49084157228145,3.310372072721723,17.504347428514873,-7.451840582729702,-17.28455742627291,-2.3091543928316214
2016-04-11,2.5570662281285115,7.157680611680702,9.068480000795981,0.8478832113522423,-0.7483343584916666,0.1456867543382656
2016-04-12,883201.507579446,432449.5280006055,-90941.4579013961,90951.04383227986,-508531.8060845765,273077.13244535227
2016-04-13,6.456570097316167,22.11271480525994,-0.4820750084527835,10.387220399684928,0.2988009676790211,25.28669189125939
2016-04-15,246931.1261525149,304325.0043579034,-69383.3313281326,69392.98486497792,-44898.424769934136,126073.64565166991
2016-04-18,1.0332145842259395,7.263130904277707,9.243955391541796,0.927269607319936,-0.38007776863104986,-0.31576333683318947
2016-04-19,1.3987500212668085,7.745600163177068,9.100592282355505,0.9497189349383708,-0.4643875991350136,-0.02633368027068758
2016-04-20,0.5547804903983541,6.844644960231269,9.167019035407808,0.9383535723661263,-5.94268670027173e-08,-0.45650533755803
2016-04-21,606753.3016815787,353942.39386074216,-33833.17256485192,33842.74437913786,-419003.88434893603,247880.28290277044
2016-04-26,704059.4478040928,380964.61201478646,-90599.48837203096,90609.15802172443,-374721.6361955392,233269.6505097505
2016-04-22,0.6232397689866975,0.6261379948267269,9.107242446004214,1.3373049074850538,-75.64870709106546,75.16431502459372
2016-04-25,4.4748747724559985,17.81502583210615,2.4584177475587285,7.569659797865582,0.20761846804059086,18.52065669691641
2016-04-27,123.69493826935653,2.8290386069445903,14.09537599990935,-3.9186971519303295,-12.110530829872589,-2.760721574864991
2016-04-29,3.4594886479344793,81.13767780339572,9.193882103171376,0.7648491477962676,-1.8108309585878546,-2.513732286111534
2016-05-04,0.36231001408915686,1.0981272735317327,8.760683613408606,1.2756300551579987,0.7630268728231312,1.0048646282125129
2016-04-28,599103.4810327915,355386.2261085548,-151324.810830258,151334.37283580878,-9605.280152107582,74718.8793005567
2016-05-05,816692.26064619,546273.9948383848,-348907.92481861677,348917.4063765175,-578759.0942779036,585207.6074915662
2016-05-06,7.6134507056710525,7.94435382844847,8.30233573263019,1.386896929762223,-30.214248662255166,29.864859042117715
2016-05-10,9.47273284245413,9.923867900662714,7.600771832220341,2.103874517172966,-48.664241936128235,49.53696997493812
2016-05-12,1540309.4331175946,935930.1372546569,-534963.3375779096,534972.6437160721,-865935.792065333,795294.7364217623
2016-05-13,20.410255901511263,11.892205795684943,5.63661911370289,3.9393171336841313,10.681202247008185,-7.781474710282758
2016-05-11,9.856271584448304,11.192292807182284,6.667842137147791,3.033007241633319,-28.251621733855316,30.589911635558067
2016-05-16,3.5666535462614606,20.772439203003554,0.5246095403207613,8.966127607687831,4.893290371298031,21.801044501823263
2016-05-17,1572974.3851725224,902938.4507018488,-270977.9484523816,270987.2940713208,-185389.85538542896,200632.35526992063
2016-05-18,1.6586054796553782,1.6815711352089893,8.518438387808441,1.0271937832713842,20.549430219938642,-19.677100169517516
2016-05-19,17.982779388904362,31.35580849969966,-4.828268577592476,14.450440758128446,-12.907774898443517,39.701691442362254
2016-05-20,4.778602446933082,24.00538472291773,-1.8482860798295873,11.459595496984658,5.049995465826436,27.50720305595891
2016-05-23,1.8771235018348924,20.31751166311965,8.095405697872584,1.415962147234815,1.5236903285504773,1.1544682361134364
2016-05-24,2.851643685535028,21.11599321210648,7.066865596628323,2.531775887472138,1.5359362045122626,3.925050536703699
2016-05-25,148.12875806768196,259.3925764364933,-19215.3601342143,19225.03061237993,-4156.386547182361,40868.4410918771
2016-05-26,8.930291718105167,34.972806438711714,-37.39289548076058,47.051594018178065,15.355448559410057,115.30848880962705
2016-05-27,6.030112755812807,6.301383073465585,8.446600516780965,1.338544181520673,-4.940356323216257,4.0463222852412075
2016-05-31,615027.6763037941,385738.17390751466,-53138.40222500029,53148.02662837906,-183876.11953891185,113101.03784566929
2016-06-01,1.80133436697936,563.7930790391244,8.658331473819786,1.534658635664417,-2.2773003741063734e-05,1.034197827126464
2016-05-30,5.280651454161386,23.23051776812455,5.369919855067922,4.487141660162515,0.1882762530464222,8.574506176649141
2016-06-02,0.4695784656362208,10.6795281543551,9.593047085593945,0.7260633398865326,-5.144736715325284e-09,-2.6234710458152923
2016-06-03,0.5002848471158249,11.746021508709424,9.470612363033009,1.0063561607426696,-0.011018271917448436,-2.726163055944108
2016-06-08,1.3567484199444197,13.684709910558778,8.786543707258499,1.4802846597563728,-6.29813235733664e-08,-1.7554964100475299
2016-06-06,0.6948768498737345,11.98647201517979,9.41000619234272,0.918765039881889,3.062601827101454e-08,-3.2307103393365844
2016-06-07,1.3219946841827124,1.3287933741472449,8.137531808791858,2.0937690496716543,-105.44427079125309,106.41721746988378
2016-06-09,1.3469073163393461,13.001742268520628,8.713123199674952,1.553255667343064,1.4971540462842888e-07,-1.2360821141281457
2016-06-10,6.6763115402705875,30.639265423123206,49.592986548523385,-39.54995739797015,-21.855816793787376,-107.0175127482511
2016-06-15,1.1430002577155554,9.219976803989749,8.592904301748543,1.8705258279306785,-1.0793697200993293e-07,-0.5449445599205898
2016-06-16,1.0204705789283783,10.708602213526586,8.849480393128903,1.5352129467876519,-1.8516615262636072e-07,-1.0665204208895955
2016-06-14,0.590397240837031,2.016764790288414,8.270812589169253,1.7661479440556287,1.1724553898912633,1.1973500629893223
2016-06-17,1.149031404205524,1.1523945355310214,8.403793153486774,2.2490851578261726,-68.297675370371,68.17096899424982
2016-06-20,1.1085572538505823,280390.0456789446,8.315494889850669,2.2171310236238493,-7.762564772249942e-05,360.88240979736656
2016-06-21,1.0845382925205027,4.710599842031556,8.329255164700829,2.036236326041257,0.45339102230046885,-0.11818244537166203
2016-06-22,1.200306076536017,13.639725361690648,8.00176900522112,2.2804357482125326,0.6830103273086954,0.782179550394861
2016-06-23,1.0217090327754896,13.51650164391684,8.114370636191873,2.655351989126287,-0.26021591785033144,0.7985090678020621
2016-06-27,2.7318360259414005,6.989318240307554,8.293230331509307,2.0593753263556955,-2.3418789009852614,0.7955697274013612
2016-06-24,672590.324427889,569455.944664598,-510011.363704577,510021.0288079998,-95381.37062675286,449032.9099303242
2016-06-29,5.144506547210966,5.2664295905393566,8.157125401690664,2.0442103133191036,-82.563519874534,80.15870424209726
2016-06-28,264566.5329318426,303895.30038414215,-168592.36296183272,168601.84158566318,-130924.83195550437,310385.67689675925
2016-06-30,5.736468814405233,5.891650346770176,7.965163778850334,2.241191223301975,-90.84879462827266,88.2809243071573
2016-07-01,2.444493594988111,20.61198696482544,5.805025381476421,4.502685133102415,-3.598116257456404e-07,7.456328084281495
2016-07-05,3.062393611453917,1072.23281112955,8.248154312868184,2.04936590824337,-2.334511308344436,25.070992703961835
2016-07-04,2.3683183458808577,23.720911015422942,6.309633861518171,3.9673635668840372,1.0684085696269472e-06,6.199383857389456
